time [s],heart_rate [bpm] (/api/datatype/19/),breathing_rate [rpm] (/api/datatype/33/),cadence [spm] (/api/datatype/53/)cadence [spm] (/api/datatype/53/)
2021-08-09 18:38:10:207031,63,16,0
2021-08-09 18:38:11:207031,64,17,0
2021-08-09 18:38:12:207031,64,17,0
2021-08-09 18:38:13:207031,64,17,0
2021-08-09 18:38:14:207031,64,18,0
2021-08-09 18:38:15:207031,64,17,0
2021-08-09 18:38:16:207031,63,17,0
2021-08-09 18:38:17:207031,63,17,0
2021-08-09 18:38:18:207031,63,17,0
2021-08-09 18:38:19:207031,63,17,0
2021-08-09 18:38:20:207031,63,18,0
2021-08-09 18:38:21:207031,63,18,0
2021-08-09 18:38:22:207031,64,18,0
2021-08-09 18:38:23:207031,64,18,0
2021-08-09 18:38:24:207031,64,17,0
2021-08-09 18:38:25:207031,63,17,0
2021-08-09 18:38:26:207031,63,17,0
2021-08-09 18:38:27:207031,62,17,0
2021-08-09 18:38:28:207031,62,17,0
2021-08-09 18:38:29:207031,62,17,0
2021-08-09 18:38:30:207031,61,18,0
2021-08-09 18:38:31:207031,61,18,0
2021-08-09 18:38:32:207031,61,19,0
2021-08-09 18:38:33:207031,61,19,0
2021-08-09 18:38:34:207031,60,19,0
2021-08-09 18:38:35:207031,60,19,0
2021-08-09 18:38:36:207031,60,19,0
2021-08-09 18:38:37:207031,60,19,0
2021-08-09 18:38:38:207031,59,19,0
2021-08-09 18:38:39:207031,60,20,0
2021-08-09 18:38:40:207031,60,19,0
2021-08-09 18:38:41:207031,60,19,0
2021-08-09 18:38:42:207031,61,19,0
2021-08-09 18:38:43:207031,61,19,0
2021-08-09 18:38:44:207031,61,20,0
2021-08-09 18:38:45:207031,61,20,0
2021-08-09 18:38:46:207031,61,20,0
2021-08-09 18:38:47:207031,61,20,0
2021-08-09 18:38:48:207031,61,20,0
2021-08-09 18:38:49:207031,61,20,0
2021-08-09 18:38:50:207031,62,20,0
2021-08-09 18:38:51:207031,63,20,0
2021-08-09 18:38:52:207031,62,20,0
2021-08-09 18:38:53:207031,62,20,0
2021-08-09 18:38:54:207031,62,19,0
2021-08-09 18:38:55:207031,62,19,0
2021-08-09 18:38:56:207031,62,18,0
2021-08-09 18:38:57:207031,62,18,0
2021-08-09 18:38:58:207031,62,17,0
2021-08-09 18:38:59:207031,62,17,0
2021-08-09 18:39:00:207031,61,17,0
2021-08-09 18:39:01:207031,61,17,0
2021-08-09 18:39:02:207031,61,17,0
2021-08-09 18:39:03:207031,61,16,0
2021-08-09 18:39:04:207031,62,16,0
2021-08-09 18:39:05:207031,61,16,0
2021-08-09 18:39:06:207031,60,16,0
2021-08-09 18:39:07:207031,60,16,0
2021-08-09 18:39:08:207031,59,16,0
2021-08-09 18:39:09:207031,58,16,0
2021-08-09 18:39:10:207031,58,16,0
2021-08-09 18:39:11:207031,57,16,0
2021-08-09 18:39:12:207031,58,17,0
2021-08-09 18:39:13:207031,57,18,0
2021-08-09 18:39:14:207031,56,18,0
2021-08-09 18:39:15:207031,54,19,0
2021-08-09 18:39:16:207031,54,19,0
2021-08-09 18:39:17:207031,55,18,0
2021-08-09 18:39:18:207031,56,18,0
2021-08-09 18:39:19:207031,56,18,0
2021-08-09 18:39:20:207031,55,18,0
2021-08-09 18:39:21:207031,55,19,0
2021-08-09 18:39:22:207031,54,19,0
2021-08-09 18:39:23:207031,56,19,0
2021-08-09 18:39:24:207031,57,19,0
2021-08-09 18:39:25:207031,60,20,0
2021-08-09 18:39:26:207031,61,20,0
2021-08-09 18:39:27:207031,62,21,0
2021-08-09 18:39:28:207031,63,22,0
2021-08-09 18:39:29:207031,64,23,0
2021-08-09 18:39:30:207031,64,23,0
2021-08-09 18:39:31:207031,66,23,0
2021-08-09 18:39:32:207031,66,22,0
2021-08-09 18:39:33:207031,66,21,0
2021-08-09 18:39:34:207031,66,20,0
2021-08-09 18:39:35:207031,66,20,0
2021-08-09 18:39:36:207031,66,20,0
2021-08-09 18:39:37:207031,71,19,0
2021-08-09 18:39:38:207031,75,19,0
2021-08-09 18:39:39:207031,75,19,0
2021-08-09 18:39:40:207031,75,19,0
2021-08-09 18:39:41:207031,76,20,0
2021-08-09 18:39:42:207031,76,19,0
2021-08-09 18:39:43:207031,73,19,0
2021-08-09 18:39:44:207031,71,19,0
2021-08-09 18:39:45:207031,71,19,0
2021-08-09 18:39:46:207031,77,19,0
2021-08-09 18:39:47:207031,75,19,0
2021-08-09 18:39:48:207031,73,19,0
2021-08-09 18:39:49:207031,72,19,0
2021-08-09 18:39:50:207031,71,18,0
2021-08-09 18:39:51:207031,71,18,0
2021-08-09 18:39:52:207031,70,18,0
2021-08-09 18:39:53:207031,69,17,0
2021-08-09 18:39:54:207031,67,17,0
2021-08-09 18:39:55:207031,67,17,0
2021-08-09 18:39:56:207031,67,17,0
2021-08-09 18:39:57:207031,66,17,0
2021-08-09 18:39:58:207031,66,17,0
2021-08-09 18:39:59:207031,67,17,0
2021-08-09 18:40:00:207031,67,17,0
2021-08-09 18:40:01:207031,66,17,0
2021-08-09 18:40:02:207031,65,17,0
2021-08-09 18:40:03:207031,63,17,0
2021-08-09 18:40:04:207031,64,17,0
2021-08-09 18:40:05:207031,64,17,0
2021-08-09 18:40:06:207031,64,17,0
2021-08-09 18:40:07:207031,64,17,0
2021-08-09 18:40:08:207031,64,17,0
2021-08-09 18:40:09:207031,64,17,0
2021-08-09 18:40:10:207031,64,16,0
2021-08-09 18:40:11:207031,64,16,0
2021-08-09 18:40:12:207031,64,16,0
2021-08-09 18:40:13:207031,64,16,0
2021-08-09 18:40:14:207031,64,16,0
2021-08-09 18:40:15:207031,64,16,0
2021-08-09 18:40:16:207031,64,16,0
2021-08-09 18:40:17:207031,64,16,0
2021-08-09 18:40:18:207031,64,16,0
2021-08-09 18:40:19:207031,64,16,0
2021-08-09 18:40:20:207031,64,16,0
2021-08-09 18:40:21:207031,64,17,0
2021-08-09 18:40:22:207031,64,18,0
2021-08-09 18:40:23:207031,64,19,0
2021-08-09 18:40:24:207031,65,19,0
2021-08-09 18:40:25:207031,66,19,0
2021-08-09 18:40:26:207031,69,19,0
2021-08-09 18:40:27:207031,74,19,0
2021-08-09 18:40:28:207031,75,20,0
2021-08-09 18:40:29:207031,77,21,0
2021-08-09 18:40:30:207031,77,21,0
2021-08-09 18:40:31:207031,79,21,0
2021-08-09 18:40:32:207031,81,21,0
2021-08-09 18:40:33:207031,80,21,0
2021-08-09 18:40:34:207031,78,21,0
2021-08-09 18:40:35:207031,78,21,0
2021-08-09 18:40:36:207031,76,21,0
2021-08-09 18:40:37:207031,75,21,0
2021-08-09 18:40:38:207031,75,21,0
2021-08-09 18:40:39:207031,75,21,0
2021-08-09 18:40:40:207031,74,21,0
2021-08-09 18:40:41:207031,73,20,0
2021-08-09 18:40:42:207031,70,19,0
2021-08-09 18:40:43:207031,65,19,0
2021-08-09 18:40:44:207031,64,19,0
2021-08-09 18:40:45:207031,63,19,0
2021-08-09 18:40:46:207031,62,19,0
2021-08-09 18:40:47:207031,62,19,0
2021-08-09 18:40:48:207031,62,17,0
2021-08-09 18:40:49:207031,62,16,0
2021-08-09 18:40:50:207031,62,16,0
2021-08-09 18:40:51:207031,62,16,0
2021-08-09 18:40:52:207031,62,17,0
2021-08-09 18:40:53:207031,62,17,0
2021-08-09 18:40:54:207031,62,17,0
2021-08-09 18:40:55:207031,61,17,0
2021-08-09 18:40:56:207031,61,17,0
2021-08-09 18:40:57:207031,62,17,0
2021-08-09 18:40:58:207031,62,17,0
2021-08-09 18:40:59:207031,62,17,0
2021-08-09 18:41:00:207031,62,17,0
2021-08-09 18:41:01:207031,62,17,0
2021-08-09 18:41:02:207031,61,17,0
2021-08-09 18:41:03:207031,61,18,0
2021-08-09 18:41:04:207031,61,18,0
2021-08-09 18:41:05:207031,61,18,0
2021-08-09 18:41:06:207031,61,18,0
2021-08-09 18:41:07:207031,61,18,0
2021-08-09 18:41:08:207031,61,18,0
2021-08-09 18:41:09:207031,61,19,0
2021-08-09 18:41:10:207031,61,19,0
2021-08-09 18:41:11:207031,61,20,0
2021-08-09 18:41:12:207031,61,20,0
2021-08-09 18:41:13:207031,61,19,0
2021-08-09 18:41:14:207031,61,19,0
2021-08-09 18:41:15:207031,61,19,0
2021-08-09 18:41:16:207031,61,19,0
2021-08-09 18:41:17:207031,61,18,0
2021-08-09 18:41:18:207031,61,18,0
2021-08-09 18:41:19:207031,61,18,0
2021-08-09 18:41:20:207031,61,18,0
2021-08-09 18:41:21:207031,62,18,0
2021-08-09 18:41:22:207031,62,18,0
2021-08-09 18:41:23:207031,62,18,0
2021-08-09 18:41:24:207031,62,18,0
2021-08-09 18:41:25:207031,62,18,0
2021-08-09 18:41:26:207031,64,18,0
2021-08-09 18:41:27:207031,65,18,0
2021-08-09 18:41:28:207031,64,18,0
2021-08-09 18:41:29:207031,64,18,0
2021-08-09 18:41:30:207031,64,18,0
2021-08-09 18:41:31:207031,64,18,0
2021-08-09 18:41:32:207031,64,18,0
2021-08-09 18:41:33:207031,64,18,0
2021-08-09 18:41:34:207031,63,18,0
2021-08-09 18:41:35:207031,64,18,0
2021-08-09 18:41:36:207031,63,18,0
2021-08-09 18:41:37:207031,63,18,0
2021-08-09 18:41:38:207031,62,17,0
2021-08-09 18:41:39:207031,62,17,0
2021-08-09 18:41:40:207031,62,17,0
2021-08-09 18:41:41:207031,61,17,0
2021-08-09 18:41:42:207031,60,17,0
2021-08-09 18:41:43:207031,60,17,0
2021-08-09 18:41:44:207031,60,17,0
2021-08-09 18:41:45:207031,59,17,0
2021-08-09 18:41:46:207031,59,17,0
2021-08-09 18:41:47:207031,59,17,0
2021-08-09 18:41:48:207031,59,17,0
2021-08-09 18:41:49:207031,59,17,0
2021-08-09 18:41:50:207031,59,17,0
2021-08-09 18:41:51:207031,59,17,0
2021-08-09 18:41:52:207031,59,17,0
2021-08-09 18:41:53:207031,58,17,0
2021-08-09 18:41:54:207031,58,17,0
2021-08-09 18:41:55:207031,58,17,0
2021-08-09 18:41:56:207031,58,17,0
2021-08-09 18:41:57:207031,58,17,0
2021-08-09 18:41:58:207031,59,17,0
2021-08-09 18:41:59:207031,59,17,0
2021-08-09 18:42:00:207031,58,17,0
2021-08-09 18:42:01:207031,58,17,0
2021-08-09 18:42:02:207031,59,17,0
2021-08-09 18:42:03:207031,58,17,0
2021-08-09 18:42:04:207031,58,17,0
2021-08-09 18:42:05:207031,59,17,0
2021-08-09 18:42:06:207031,58,17,0
2021-08-09 18:42:07:207031,58,17,0
2021-08-09 18:42:08:207031,58,17,0
2021-08-09 18:42:09:207031,59,17,0
2021-08-09 18:42:10:207031,60,17,0
2021-08-09 18:42:11:207031,59,17,0
2021-08-09 18:42:12:207031,60,18,0
2021-08-09 18:42:13:207031,60,18,0
2021-08-09 18:42:14:207031,60,18,0
2021-08-09 18:42:15:207031,61,18,0
2021-08-09 18:42:16:207031,61,18,0
2021-08-09 18:42:17:207031,61,18,0
2021-08-09 18:42:18:207031,63,18,0
2021-08-09 18:42:19:207031,64,18,0
2021-08-09 18:42:20:207031,64,18,0
2021-08-09 18:42:21:207031,64,18,0
2021-08-09 18:42:22:207031,64,18,0
2021-08-09 18:42:23:207031,65,18,0
2021-08-09 18:42:24:207031,66,18,0
2021-08-09 18:42:25:207031,66,18,0
2021-08-09 18:42:26:207031,66,18,0
2021-08-09 18:42:27:207031,66,18,0
2021-08-09 18:42:28:207031,66,18,0
2021-08-09 18:42:29:207031,66,18,0
2021-08-09 18:42:30:207031,66,18,0
2021-08-09 18:42:31:207031,66,17,0
2021-08-09 18:42:32:207031,66,17,0
2021-08-09 18:42:33:207031,66,17,0
2021-08-09 18:42:34:207031,66,17,0
2021-08-09 18:42:35:207031,66,17,0
2021-08-09 18:42:36:207031,65,17,0
2021-08-09 18:42:37:207031,66,17,0
2021-08-09 18:42:38:207031,66,17,0
2021-08-09 18:42:39:207031,65,17,0
2021-08-09 18:42:40:207031,65,17,0
2021-08-09 18:42:41:207031,65,17,0
2021-08-09 18:42:42:207031,65,17,0
2021-08-09 18:42:43:207031,65,17,0
2021-08-09 18:42:44:207031,65,16,0
2021-08-09 18:42:45:207031,65,17,0
2021-08-09 18:42:46:207031,65,17,0
2021-08-09 18:42:47:207031,63,17,0
2021-08-09 18:42:48:207031,64,17,0
2021-08-09 18:42:49:207031,63,17,0
2021-08-09 18:42:50:207031,62,17,0
2021-08-09 18:42:51:207031,62,17,0
2021-08-09 18:42:52:207031,62,17,0
2021-08-09 18:42:53:207031,61,17,0
2021-08-09 18:42:54:207031,61,18,0
2021-08-09 18:42:55:207031,61,17,0
2021-08-09 18:42:56:207031,61,17,0
2021-08-09 18:42:57:207031,60,17,0
2021-08-09 18:42:58:207031,61,17,0
2021-08-09 18:42:59:207031,60,17,0
2021-08-09 18:43:00:207031,60,17,0
2021-08-09 18:43:01:207031,60,17,0
2021-08-09 18:43:02:207031,60,17,0
2021-08-09 18:43:03:207031,60,17,0
2021-08-09 18:43:04:207031,60,17,0
2021-08-09 18:43:05:207031,60,17,0
2021-08-09 18:43:06:207031,61,17,0
2021-08-09 18:43:07:207031,61,17,0
2021-08-09 18:43:08:207031,61,17,0
2021-08-09 18:43:09:207031,61,17,0
2021-08-09 18:43:10:207031,61,17,0
2021-08-09 18:43:11:207031,60,17,0
2021-08-09 18:43:12:207031,61,17,0
2021-08-09 18:43:13:207031,61,17,0
2021-08-09 18:43:14:207031,60,17,0
2021-08-09 18:43:15:207031,60,17,0
2021-08-09 18:43:16:207031,60,17,0
2021-08-09 18:43:17:207031,60,17,0
2021-08-09 18:43:18:207031,60,17,0
2021-08-09 18:43:19:207031,60,17,0
2021-08-09 18:43:20:207031,61,17,0
2021-08-09 18:43:21:207031,61,17,0
2021-08-09 18:43:22:207031,60,17,0
2021-08-09 18:43:23:207031,61,17,0
2021-08-09 18:43:24:207031,61,17,0
2021-08-09 18:43:25:207031,61,16,0
2021-08-09 18:43:26:207031,61,16,0
2021-08-09 18:43:27:207031,61,16,0
2021-08-09 18:43:28:207031,61,16,0
2021-08-09 18:43:29:207031,61,16,0
2021-08-09 18:43:30:207031,61,16,0
2021-08-09 18:43:31:207031,62,17,0
2021-08-09 18:43:32:207031,63,17,0
2021-08-09 18:43:33:207031,64,17,0
2021-08-09 18:43:34:207031,64,16,0
2021-08-09 18:43:35:207031,66,16,0
2021-08-09 18:43:36:207031,66,16,0
2021-08-09 18:43:37:207031,67,16,0
2021-08-09 18:43:38:207031,66,17,0
2021-08-09 18:43:39:207031,66,17,0
2021-08-09 18:43:40:207031,66,17,0
2021-08-09 18:43:41:207031,66,17,0
2021-08-09 18:43:42:207031,66,17,0
2021-08-09 18:43:43:207031,66,17,0
2021-08-09 18:43:44:207031,66,17,0
2021-08-09 18:43:45:207031,65,17,0
2021-08-09 18:43:46:207031,65,17,0
2021-08-09 18:43:47:207031,65,17,0
2021-08-09 18:43:48:207031,64,17,0
2021-08-09 18:43:49:207031,63,17,0
2021-08-09 18:43:50:207031,63,17,0
2021-08-09 18:43:51:207031,61,17,0
2021-08-09 18:43:52:207031,62,17,0
2021-08-09 18:43:53:207031,61,17,0
2021-08-09 18:43:54:207031,61,17,0
2021-08-09 18:43:55:207031,61,17,0
2021-08-09 18:43:56:207031,60,17,0
2021-08-09 18:43:57:207031,60,17,0
2021-08-09 18:43:58:207031,60,18,0
2021-08-09 18:43:59:207031,60,17,0
2021-08-09 18:44:00:207031,59,17,0
2021-08-09 18:44:01:207031,59,17,0
2021-08-09 18:44:02:207031,58,17,0
2021-08-09 18:44:03:207031,58,17,0
2021-08-09 18:44:04:207031,58,17,0
2021-08-09 18:44:05:207031,59,17,0
2021-08-09 18:44:06:207031,65,17,0
2021-08-09 18:44:07:207031,70,17,0
2021-08-09 18:44:08:207031,72,17,0
2021-08-09 18:44:09:207031,75,17,0
2021-08-09 18:44:10:207031,73,17,0
2021-08-09 18:44:11:207031,73,17,0
2021-08-09 18:44:12:207031,75,17,0
2021-08-09 18:44:13:207031,73,17,0
2021-08-09 18:44:14:207031,72,17,0
2021-08-09 18:44:15:207031,71,17,0
2021-08-09 18:44:16:207031,70,17,0
2021-08-09 18:44:17:207031,71,17,0
2021-08-09 18:44:18:207031,70,17,0
2021-08-09 18:44:19:207031,69,17,0
2021-08-09 18:44:20:207031,69,17,0
2021-08-09 18:44:21:207031,66,17,0
2021-08-09 18:44:22:207031,61,17,0
2021-08-09 18:44:23:207031,60,17,0
2021-08-09 18:44:24:207031,60,17,0
2021-08-09 18:44:25:207031,57,17,0
2021-08-09 18:44:26:207031,57,17,0
2021-08-09 18:44:27:207031,58,16,0
2021-08-09 18:44:28:207031,58,17,0
2021-08-09 18:44:29:207031,58,17,0
2021-08-09 18:44:30:207031,58,17,0
2021-08-09 18:44:31:207031,58,17,0
2021-08-09 18:44:32:207031,57,17,0
2021-08-09 18:44:33:207031,57,17,0
2021-08-09 18:44:34:207031,58,16,0
2021-08-09 18:44:35:207031,57,16,0
2021-08-09 18:44:36:207031,57,16,0
2021-08-09 18:44:37:207031,57,17,0
2021-08-09 18:44:38:207031,59,17,0
2021-08-09 18:44:39:207031,59,17,0
2021-08-09 18:44:40:207031,59,17,0
2021-08-09 18:44:41:207031,59,17,0
2021-08-09 18:44:42:207031,59,17,0
2021-08-09 18:44:43:207031,60,17,0
2021-08-09 18:44:44:207031,60,17,0
2021-08-09 18:44:45:207031,61,17,0
2021-08-09 18:44:46:207031,61,17,0
2021-08-09 18:44:47:207031,65,18,0
2021-08-09 18:44:48:207031,65,18,0
2021-08-09 18:44:49:207031,65,17,0
2021-08-09 18:44:50:207031,64,17,0
2021-08-09 18:44:51:207031,63,17,0
2021-08-09 18:44:52:207031,62,17,0
2021-08-09 18:44:53:207031,62,17,0
2021-08-09 18:44:54:207031,60,18,0
2021-08-09 18:44:55:207031,60,18,0
2021-08-09 18:44:56:207031,60,18,0
2021-08-09 18:44:57:207031,60,17,0
2021-08-09 18:44:58:207031,61,18,0
2021-08-09 18:44:59:207031,61,18,0
2021-08-09 18:45:00:207031,61,18,0
2021-08-09 18:45:01:207031,61,18,0
2021-08-09 18:45:02:207031,61,18,0
2021-08-09 18:45:03:207031,59,17,0
2021-08-09 18:45:04:207031,59,17,0
2021-08-09 18:45:05:207031,59,17,0
2021-08-09 18:45:06:207031,59,17,0
2021-08-09 18:45:07:207031,60,17,0
2021-08-09 18:45:08:207031,60,17,0
2021-08-09 18:45:09:207031,60,17,0
2021-08-09 18:45:10:207031,61,17,0
2021-08-09 18:45:11:207031,61,17,0
2021-08-09 18:45:12:207031,61,16,0
2021-08-09 18:45:13:207031,61,16,0
2021-08-09 18:45:14:207031,61,16,0
2021-08-09 18:45:15:207031,61,16,0
2021-08-09 18:45:16:207031,61,16,0
2021-08-09 18:45:17:207031,61,16,0
2021-08-09 18:45:18:207031,62,16,0
2021-08-09 18:45:19:207031,61,16,0
2021-08-09 18:45:20:207031,62,16,0
2021-08-09 18:45:21:207031,62,15,0
2021-08-09 18:45:22:207031,62,15,0
2021-08-09 18:45:23:207031,62,15,0
2021-08-09 18:45:24:207031,62,16,0
2021-08-09 18:45:25:207031,61,16,0
2021-08-09 18:45:26:207031,61,15,0
2021-08-09 18:45:27:207031,61,15,0
2021-08-09 18:45:28:207031,62,15,0
2021-08-09 18:45:29:207031,62,15,0
2021-08-09 18:45:30:207031,65,15,0
2021-08-09 18:45:31:207031,67,15,0
2021-08-09 18:45:32:207031,66,15,0
2021-08-09 18:45:33:207031,69,15,0
2021-08-09 18:45:34:207031,69,15,0
2021-08-09 18:45:35:207031,68,15,0
2021-08-09 18:45:36:207031,67,15,0
2021-08-09 18:45:37:207031,66,14,0
2021-08-09 18:45:38:207031,66,14,0
2021-08-09 18:45:39:207031,66,14,0
2021-08-09 18:45:40:207031,67,14,0
2021-08-09 18:45:41:207031,66,14,0
2021-08-09 18:45:42:207031,65,14,0
2021-08-09 18:45:43:207031,66,15,0
2021-08-09 18:45:44:207031,65,15,0
2021-08-09 18:45:45:207031,65,15,0
2021-08-09 18:45:46:207031,65,15,0
2021-08-09 18:45:47:207031,62,15,0
2021-08-09 18:45:48:207031,61,15,0
2021-08-09 18:45:49:207031,59,15,0
2021-08-09 18:45:50:207031,57,15,0
2021-08-09 18:45:51:207031,58,15,0
2021-08-09 18:45:52:207031,59,16,0
2021-08-09 18:45:53:207031,59,16,0
2021-08-09 18:45:54:207031,59,16,0
2021-08-09 18:45:55:207031,58,16,0
2021-08-09 18:45:56:207031,58,16,0
2021-08-09 18:45:57:207031,58,16,0
2021-08-09 18:45:58:207031,58,16,0
2021-08-09 18:45:59:207031,58,15,0
2021-08-09 18:46:00:207031,58,15,0
2021-08-09 18:46:01:207031,58,15,0
2021-08-09 18:46:02:207031,58,15,0
2021-08-09 18:46:03:207031,58,15,0
2021-08-09 18:46:04:207031,58,15,0
2021-08-09 18:46:05:207031,58,15,0
2021-08-09 18:46:06:207031,58,14,0
2021-08-09 18:46:07:207031,58,14,0
2021-08-09 18:46:08:207031,58,14,0
2021-08-09 18:46:09:207031,59,14,0
2021-08-09 18:46:10:207031,59,14,0
2021-08-09 18:46:11:207031,59,14,0
2021-08-09 18:46:12:207031,59,14,0
2021-08-09 18:46:13:207031,59,14,0
2021-08-09 18:46:14:207031,59,14,0
2021-08-09 18:46:15:207031,60,14,0
2021-08-09 18:46:16:207031,60,14,0
2021-08-09 18:46:17:207031,60,14,0
2021-08-09 18:46:18:207031,60,14,0
2021-08-09 18:46:19:207031,60,14,0
2021-08-09 18:46:20:207031,59,14,0
2021-08-09 18:46:21:207031,59,14,0
2021-08-09 18:46:22:207031,59,14,0
2021-08-09 18:46:23:207031,59,13,0
2021-08-09 18:46:24:207031,59,13,0
2021-08-09 18:46:25:207031,59,13,0
2021-08-09 18:46:26:207031,59,13,0
2021-08-09 18:46:27:207031,59,12,0
2021-08-09 18:46:28:207031,59,12,0
2021-08-09 18:46:29:207031,59,12,0
2021-08-09 18:46:30:207031,59,12,0
