time [s],heart_rate [bpm] (/api/datatype/19/),breathing_rate [rpm] (/api/datatype/33/),cadence [spm] (/api/datatype/53/)cadence [spm] (/api/datatype/53/)
2021-06-19 10:02:35:507812,96,16,135
2021-06-19 10:02:36:507812,95,16,130
2021-06-19 10:02:37:507812,95,16,110
2021-06-19 10:02:38:507812,96,16,90
2021-06-19 10:02:39:507812,96,16,75
2021-06-19 10:02:40:507812,97,17,64
2021-06-19 10:02:41:507812,100,17,57
2021-06-19 10:02:42:507812,100,18,56
2021-06-19 10:02:43:507812,102,19,62
2021-06-19 10:02:44:507812,102,20,70
2021-06-19 10:02:45:507812,102,20,62
2021-06-19 10:02:46:507812,102,20,31
2021-06-19 10:02:47:507812,102,19,0
2021-06-19 10:02:48:507812,103,19,0
2021-06-19 10:02:49:507812,103,19,0
2021-06-19 10:02:50:507812,104,19,0
2021-06-19 10:02:51:507812,108,19,0
2021-06-19 10:02:52:507812,106,19,0
2021-06-19 10:02:53:507812,104,18,0
2021-06-19 10:02:54:507812,101,17,0
2021-06-19 10:02:55:507812,99,16,0
2021-06-19 10:02:56:507812,99,16,0
2021-06-19 10:02:57:507812,99,16,0
2021-06-19 10:02:58:507812,98,16,0
2021-06-19 10:02:59:507812,96,16,0
2021-06-19 10:03:00:507812,96,16,0
2021-06-19 10:03:01:507812,93,16,0
2021-06-19 10:03:02:507812,92,15,0
2021-06-19 10:03:03:507812,90,15,0
2021-06-19 10:03:04:507812,89,15,0
2021-06-19 10:03:05:507812,90,15,0
2021-06-19 10:03:06:507812,91,15,41
2021-06-19 10:03:07:507812,92,15,54
2021-06-19 10:03:08:507812,92,15,32
2021-06-19 10:03:09:507812,91,15,0
2021-06-19 10:03:10:507812,91,14,0
2021-06-19 10:03:11:507812,92,13,0
2021-06-19 10:03:12:507812,95,13,0
2021-06-19 10:03:13:507812,96,13,0
2021-06-19 10:03:14:507812,99,13,0
2021-06-19 10:03:15:507812,99,13,0
2021-06-19 10:03:16:507812,98,12,0
2021-06-19 10:03:17:507812,98,12,0
2021-06-19 10:03:18:507812,97,12,0
2021-06-19 10:03:19:507812,96,12,0
2021-06-19 10:03:20:507812,95,12,0
2021-06-19 10:03:21:507812,95,12,0
2021-06-19 10:03:22:507812,95,12,0
2021-06-19 10:03:23:507812,95,12,0
2021-06-19 10:03:24:507812,95,11,0
2021-06-19 10:03:25:507812,94,11,0
2021-06-19 10:03:26:507812,94,10,0
2021-06-19 10:03:27:507812,95,10,0
2021-06-19 10:03:28:507812,96,10,0
2021-06-19 10:03:29:507812,96,10,0
2021-06-19 10:03:30:507812,97,10,0
2021-06-19 10:03:31:507812,97,10,0
2021-06-19 10:03:32:507812,97,10,0
2021-06-19 10:03:33:507812,97,10,0
2021-06-19 10:03:34:507812,98,10,0
2021-06-19 10:03:35:507812,99,10,0
2021-06-19 10:03:36:507812,100,10,0
2021-06-19 10:03:37:507812,101,10,0
2021-06-19 10:03:38:507812,102,10,0
2021-06-19 10:03:39:507812,102,10,0
2021-06-19 10:03:40:507812,104,10,0
2021-06-19 10:03:41:507812,104,10,0
2021-06-19 10:03:42:507812,105,10,0
2021-06-19 10:03:43:507812,105,10,0
2021-06-19 10:03:44:507812,105,10,0
2021-06-19 10:03:45:507812,105,10,0
2021-06-19 10:03:46:507812,106,9,0
2021-06-19 10:03:47:507812,106,9,0
2021-06-19 10:03:48:507812,105,8,36
2021-06-19 10:03:49:507812,105,8,62
2021-06-19 10:03:50:507812,104,8,75
2021-06-19 10:03:51:507812,103,8,83
2021-06-19 10:03:52:507812,99,8,89
2021-06-19 10:03:53:507812,98,8,92
2021-06-19 10:03:54:507812,98,8,93
2021-06-19 10:03:55:507812,99,8,92
2021-06-19 10:03:56:507812,99,8,92
2021-06-19 10:03:57:507812,98,8,76
2021-06-19 10:03:58:507812,99,8,36
2021-06-19 10:03:59:507812,98,8,0
2021-06-19 10:04:00:507812,101,8,0
2021-06-19 10:04:01:507812,102,7,0
2021-06-19 10:04:02:507812,106,7,0
2021-06-19 10:04:03:507812,106,7,0
2021-06-19 10:04:04:507812,106,7,0
2021-06-19 10:04:05:507812,106,7,0
2021-06-19 10:04:06:507812,107,7,32
2021-06-19 10:04:07:507812,107,7,36
2021-06-19 10:04:08:507812,111,7,30
2021-06-19 10:04:09:507812,107,7,0
2021-06-19 10:04:10:507812,104,7,0
2021-06-19 10:04:11:507812,102,7,0
2021-06-19 10:04:12:507812,97,7,0
2021-06-19 10:04:13:507812,97,8,0
2021-06-19 10:04:14:507812,93,8,0
2021-06-19 10:04:15:507812,91,8,0
2021-06-19 10:04:16:507812,85,7,0
2021-06-19 10:04:17:507812,85,7,0
2021-06-19 10:04:18:507812,85,7,0
2021-06-19 10:04:19:507812,83,7,0
2021-06-19 10:04:20:507812,81,7,0
2021-06-19 10:04:21:507812,79,7,0
2021-06-19 10:04:22:507812,78,7,0
2021-06-19 10:04:23:507812,78,7,0
2021-06-19 10:04:24:507812,78,7,0
2021-06-19 10:04:25:507812,78,7,0
2021-06-19 10:04:26:507812,78,7,0
2021-06-19 10:04:27:507812,78,7,0
2021-06-19 10:04:28:507812,78,7,0
2021-06-19 10:04:29:507812,77,7,0
2021-06-19 10:04:30:507812,75,7,0
2021-06-19 10:04:31:507812,76,7,0
2021-06-19 10:04:32:507812,76,7,0
2021-06-19 10:04:33:507812,76,7,0
2021-06-19 10:04:34:507812,74,7,0
2021-06-19 10:04:35:507812,75,6,0
2021-06-19 10:04:36:507812,75,6,0
2021-06-19 10:04:37:507812,75,6,0
2021-06-19 10:04:38:507812,75,6,0
2021-06-19 10:04:39:507812,77,6,0
2021-06-19 10:04:40:507812,77,6,0
2021-06-19 10:04:41:507812,78,6,50
2021-06-19 10:04:42:507812,78,6,89
2021-06-19 10:04:43:507812,78,6,106
2021-06-19 10:04:44:507812,79,6,106
2021-06-19 10:04:45:507812,80,6,103
2021-06-19 10:04:46:507812,81,6,106
2021-06-19 10:04:47:507812,86,6,113
2021-06-19 10:04:48:507812,89,5,117
2021-06-19 10:04:49:507812,86,5,116
2021-06-19 10:04:50:507812,89,5,110
2021-06-19 10:04:51:507812,88,5,100
2021-06-19 10:04:52:507812,86,6,95
2021-06-19 10:04:53:507812,86,6,93
2021-06-19 10:04:54:507812,86,7,94
2021-06-19 10:04:55:507812,87,7,98
2021-06-19 10:04:56:507812,87,7,97
2021-06-19 10:04:57:507812,86,6,92
2021-06-19 10:04:58:507812,85,6,86
2021-06-19 10:04:59:507812,85,6,81
2021-06-19 10:05:00:507812,85,6,75
2021-06-19 10:05:01:507812,90,6,59
2021-06-19 10:05:02:507812,92,6,0
2021-06-19 10:05:03:507812,90,6,0
2021-06-19 10:05:04:507812,91,6,0
2021-06-19 10:05:05:507812,91,6,0
2021-06-19 10:05:06:507812,92,6,0
2021-06-19 10:05:07:507812,94,6,36
2021-06-19 10:05:08:507812,98,6,41
2021-06-19 10:05:09:507812,100,6,41
2021-06-19 10:05:10:507812,100,6,48
2021-06-19 10:05:11:507812,101,6,70
2021-06-19 10:05:12:507812,96,6,90
2021-06-19 10:05:13:507812,101,6,98
2021-06-19 10:05:14:507812,96,6,102
2021-06-19 10:05:15:507812,95,6,103
2021-06-19 10:05:16:507812,95,6,103
2021-06-19 10:05:17:507812,94,6,110
2021-06-19 10:05:18:507812,91,6,124
2021-06-19 10:05:19:507812,92,6,131
2021-06-19 10:05:20:507812,92,6,122
2021-06-19 10:05:21:507812,95,6,104
2021-06-19 10:05:22:507812,100,6,93
2021-06-19 10:05:23:507812,100,5,90
2021-06-19 10:05:24:507812,103,5,75
2021-06-19 10:05:25:507812,103,5,48
2021-06-19 10:05:26:507812,105,6,42
2021-06-19 10:05:27:507812,105,6,54
2021-06-19 10:05:28:507812,104,5,61
2021-06-19 10:05:29:507812,111,5,61
2021-06-19 10:05:30:507812,118,5,50
2021-06-19 10:05:31:507812,116,5,0
2021-06-19 10:05:32:507812,116,5,0
2021-06-19 10:05:33:507812,115,6,0
2021-06-19 10:05:34:507812,115,6,0
2021-06-19 10:05:35:507812,123,7,0
2021-06-19 10:05:36:507812,113,7,0
2021-06-19 10:05:37:507812,111,7,0
2021-06-19 10:05:38:507812,100,8,0
2021-06-19 10:05:39:507812,96,8,0
2021-06-19 10:05:40:507812,96,8,0
2021-06-19 10:05:41:507812,95,8,0
2021-06-19 10:05:42:507812,95,8,0
2021-06-19 10:05:43:507812,91,8,0
2021-06-19 10:05:44:507812,88,8,0
2021-06-19 10:05:45:507812,88,8,0
2021-06-19 10:05:46:507812,88,8,0
2021-06-19 10:05:47:507812,88,8,0
2021-06-19 10:05:48:507812,87,8,0
2021-06-19 10:05:49:507812,87,8,0
2021-06-19 10:05:50:507812,87,8,0
2021-06-19 10:05:51:507812,87,8,0
2021-06-19 10:05:52:507812,88,8,0
2021-06-19 10:05:53:507812,93,8,0
2021-06-19 10:05:54:507812,93,9,0
2021-06-19 10:05:55:507812,95,9,0
2021-06-19 10:05:56:507812,94,10,0
2021-06-19 10:05:57:507812,86,10,0
2021-06-19 10:05:58:507812,82,10,0
2021-06-19 10:05:59:507812,82,10,0
2021-06-19 10:06:00:507812,75,10,0
2021-06-19 10:06:01:507812,74,10,0
2021-06-19 10:06:02:507812,72,11,0
2021-06-19 10:06:03:507812,73,12,0
2021-06-19 10:06:04:507812,74,12,0
2021-06-19 10:06:05:507812,74,12,0
2021-06-19 10:06:06:507812,74,12,0
2021-06-19 10:06:07:507812,74,12,0
2021-06-19 10:06:08:507812,76,12,0
2021-06-19 10:06:09:507812,75,12,0
2021-06-19 10:06:10:507812,75,12,0
2021-06-19 10:06:11:507812,74,12,0
2021-06-19 10:06:12:507812,74,12,0
2021-06-19 10:06:13:507812,79,12,0
2021-06-19 10:06:14:507812,83,12,0
2021-06-19 10:06:15:507812,84,12,0
2021-06-19 10:06:16:507812,84,12,0
2021-06-19 10:06:17:507812,85,12,0
2021-06-19 10:06:18:507812,84,12,0
2021-06-19 10:06:19:507812,83,10,0
2021-06-19 10:06:20:507812,82,9,0
2021-06-19 10:06:21:507812,82,9,0
2021-06-19 10:06:22:507812,82,9,0
2021-06-19 10:06:23:507812,82,9,0
2021-06-19 10:06:24:507812,82,9,0
2021-06-19 10:06:25:507812,83,9,0
2021-06-19 10:06:26:507812,83,9,0
2021-06-19 10:06:27:507812,83,9,0
2021-06-19 10:06:28:507812,83,9,0
2021-06-19 10:06:29:507812,83,9,0
2021-06-19 10:06:30:507812,83,9,0
2021-06-19 10:06:31:507812,83,9,0
2021-06-19 10:06:32:507812,82,9,0
2021-06-19 10:06:33:507812,82,9,0
2021-06-19 10:06:34:507812,82,9,0
2021-06-19 10:06:35:507812,83,9,0
2021-06-19 10:06:36:507812,82,9,0
2021-06-19 10:06:37:507812,82,9,0
2021-06-19 10:06:38:507812,81,9,0
2021-06-19 10:06:39:507812,80,9,0
2021-06-19 10:06:40:507812,79,9,0
2021-06-19 10:06:41:507812,79,9,0
2021-06-19 10:06:42:507812,79,7,0
2021-06-19 10:06:43:507812,79,6,0
2021-06-19 10:06:44:507812,79,6,0
2021-06-19 10:06:45:507812,79,6,0
2021-06-19 10:06:46:507812,79,6,0
2021-06-19 10:06:47:507812,79,6,0
2021-06-19 10:06:48:507812,79,5,0
2021-06-19 10:06:49:507812,79,3,0
2021-06-19 10:06:50:507812,79,2,0
2021-06-19 10:06:51:507812,78,2,0
2021-06-19 10:06:52:507812,78,2,0
2021-06-19 10:06:53:507812,78,2,0
2021-06-19 10:06:54:507812,78,2,0
2021-06-19 10:06:55:507812,79,3,0
2021-06-19 10:06:56:507812,79,4,0
2021-06-19 10:06:57:507812,81,5,0
2021-06-19 10:06:58:507812,81,5,0
2021-06-19 10:06:59:507812,81,5,0
2021-06-19 10:07:00:507812,79,5,0
2021-06-19 10:07:01:507812,77,5,0
2021-06-19 10:07:02:507812,78,5,0
2021-06-19 10:07:03:507812,78,5,0
2021-06-19 10:07:04:507812,78,5,0
2021-06-19 10:07:05:507812,78,5,0
2021-06-19 10:07:06:507812,77,5,0
2021-06-19 10:07:07:507812,77,5,0
2021-06-19 10:07:08:507812,78,5,0
2021-06-19 10:07:09:507812,77,5,0
2021-06-19 10:07:10:507812,76,5,0
2021-06-19 10:07:11:507812,75,5,0
2021-06-19 10:07:12:507812,74,5,0
2021-06-19 10:07:13:507812,73,5,0
2021-06-19 10:07:14:507812,73,5,0
2021-06-19 10:07:15:507812,72,5,0
2021-06-19 10:07:16:507812,71,5,0
2021-06-19 10:07:17:507812,71,5,0
2021-06-19 10:07:18:507812,70,5,0
2021-06-19 10:07:19:507812,70,5,0
2021-06-19 10:07:20:507812,69,5,0
2021-06-19 10:07:21:507812,69,5,0
2021-06-19 10:07:22:507812,69,5,0
2021-06-19 10:07:23:507812,69,5,0
2021-06-19 10:07:24:507812,69,5,0
2021-06-19 10:07:25:507812,69,5,0
2021-06-19 10:07:26:507812,70,5,0
2021-06-19 10:07:27:507812,70,5,0
2021-06-19 10:07:28:507812,71,5,0
2021-06-19 10:07:29:507812,71,5,0
2021-06-19 10:07:30:507812,71,5,0
2021-06-19 10:07:31:507812,71,5,0
2021-06-19 10:07:32:507812,72,5,0
2021-06-19 10:07:33:507812,72,5,0
2021-06-19 10:07:34:507812,73,5,0
2021-06-19 10:07:35:507812,74,4,0
2021-06-19 10:07:36:507812,73,4,0
2021-06-19 10:07:37:507812,73,4,0
2021-06-19 10:07:38:507812,73,5,0
2021-06-19 10:07:39:507812,73,5,0
2021-06-19 10:07:40:507812,72,5,0
2021-06-19 10:07:41:507812,72,5,0
2021-06-19 10:07:42:507812,73,5,0
2021-06-19 10:07:43:507812,73,5,0
2021-06-19 10:07:44:507812,73,6,0
2021-06-19 10:07:45:507812,73,7,0
2021-06-19 10:07:46:507812,73,8,0
2021-06-19 10:07:47:507812,72,9,0
2021-06-19 10:07:48:507812,72,9,0
2021-06-19 10:07:49:507812,72,9,0
2021-06-19 10:07:50:507812,72,8,0
2021-06-19 10:07:51:507812,71,9,0
2021-06-19 10:07:52:507812,71,10,0
2021-06-19 10:07:53:507812,71,10,0
2021-06-19 10:07:54:507812,72,10,0
2021-06-19 10:07:55:507812,73,10,0
2021-06-19 10:07:56:507812,73,10,0
2021-06-19 10:07:57:507812,74,11,0
2021-06-19 10:07:58:507812,73,11,0
2021-06-19 10:07:59:507812,73,11,0
2021-06-19 10:08:00:507812,74,11,0
2021-06-19 10:08:01:507812,74,11,0
2021-06-19 10:08:02:507812,74,11,0
2021-06-19 10:08:03:507812,74,11,0
2021-06-19 10:08:04:507812,74,11,0
2021-06-19 10:08:05:507812,74,11,0
2021-06-19 10:08:06:507812,75,12,0
2021-06-19 10:08:07:507812,75,12,0
2021-06-19 10:08:08:507812,75,12,0
2021-06-19 10:08:09:507812,74,12,0
2021-06-19 10:08:10:507812,74,13,0
2021-06-19 10:08:11:507812,74,13,0
2021-06-19 10:08:12:507812,74,14,0
2021-06-19 10:08:13:507812,74,14,0
2021-06-19 10:08:14:507812,74,14,0
2021-06-19 10:08:15:507812,74,14,0
2021-06-19 10:08:16:507812,75,14,0
2021-06-19 10:08:17:507812,75,14,0
2021-06-19 10:08:18:507812,74,14,0
2021-06-19 10:08:19:507812,74,14,0
2021-06-19 10:08:20:507812,74,14,0
2021-06-19 10:08:21:507812,74,14,0
2021-06-19 10:08:22:507812,74,14,0
2021-06-19 10:08:23:507812,73,14,0
2021-06-19 10:08:24:507812,73,14,0
2021-06-19 10:08:25:507812,74,13,0
2021-06-19 10:08:26:507812,73,13,0
2021-06-19 10:08:27:507812,73,13,0
2021-06-19 10:08:28:507812,73,14,0
2021-06-19 10:08:29:507812,73,14,0
2021-06-19 10:08:30:507812,73,14,0
2021-06-19 10:08:31:507812,74,14,0
2021-06-19 10:08:32:507812,75,14,0
2021-06-19 10:08:33:507812,75,14,0
2021-06-19 10:08:34:507812,75,14,0
2021-06-19 10:08:35:507812,78,14,0
2021-06-19 10:08:36:507812,78,14,0
2021-06-19 10:08:37:507812,78,15,0
2021-06-19 10:08:38:507812,79,15,0
2021-06-19 10:08:39:507812,79,15,0
2021-06-19 10:08:40:507812,79,14,0
2021-06-19 10:08:41:507812,79,14,0
2021-06-19 10:08:42:507812,79,14,0
2021-06-19 10:08:43:507812,79,14,0
2021-06-19 10:08:44:507812,80,14,0
2021-06-19 10:08:45:507812,79,14,0
2021-06-19 10:08:46:507812,79,14,0
2021-06-19 10:08:47:507812,78,15,0
2021-06-19 10:08:48:507812,78,15,0
2021-06-19 10:08:49:507812,79,15,0
2021-06-19 10:08:50:507812,79,15,0
2021-06-19 10:08:51:507812,76,16,0
2021-06-19 10:08:52:507812,76,16,0
2021-06-19 10:08:53:507812,75,16,0
2021-06-19 10:08:54:507812,75,16,0
2021-06-19 10:08:55:507812,74,16,0
2021-06-19 10:08:56:507812,74,17,0
2021-06-19 10:08:57:507812,73,17,0
2021-06-19 10:08:58:507812,73,17,0
2021-06-19 10:08:59:507812,73,17,0
2021-06-19 10:09:00:507812,74,17,0
2021-06-19 10:09:01:507812,74,17,0
2021-06-19 10:09:02:507812,74,16,0
2021-06-19 10:09:03:507812,73,16,0
2021-06-19 10:09:04:507812,72,16,0
2021-06-19 10:09:05:507812,71,17,0
2021-06-19 10:09:06:507812,71,17,0
2021-06-19 10:09:07:507812,71,16,0
2021-06-19 10:09:08:507812,71,16,0
2021-06-19 10:09:09:507812,70,16,0
2021-06-19 10:09:10:507812,70,15,0
2021-06-19 10:09:11:507812,71,15,0
2021-06-19 10:09:12:507812,72,15,0
2021-06-19 10:09:13:507812,72,15,0
2021-06-19 10:09:14:507812,72,15,0
2021-06-19 10:09:15:507812,72,14,0
2021-06-19 10:09:16:507812,71,14,0
2021-06-19 10:09:17:507812,71,14,0
2021-06-19 10:09:18:507812,71,14,0
2021-06-19 10:09:19:507812,71,14,0
2021-06-19 10:09:20:507812,71,14,0
2021-06-19 10:09:21:507812,71,13,0
2021-06-19 10:09:22:507812,71,12,0
2021-06-19 10:09:23:507812,71,12,0
2021-06-19 10:09:24:507812,73,12,0
2021-06-19 10:09:25:507812,73,12,0
2021-06-19 10:09:26:507812,73,12,0
2021-06-19 10:09:27:507812,73,12,0
2021-06-19 10:09:28:507812,73,12,0
2021-06-19 10:09:29:507812,73,12,0
2021-06-19 10:09:30:507812,73,12,0
2021-06-19 10:09:31:507812,73,12,0
2021-06-19 10:09:32:507812,73,11,0
2021-06-19 10:09:33:507812,74,11,0
2021-06-19 10:09:34:507812,73,11,0
2021-06-19 10:09:35:507812,73,11,0
2021-06-19 10:09:36:507812,73,11,0
2021-06-19 10:09:37:507812,73,11,0
2021-06-19 10:09:38:507812,73,11,0
2021-06-19 10:09:39:507812,73,11,0
2021-06-19 10:09:40:507812,73,11,0
2021-06-19 10:09:41:507812,73,11,0
2021-06-19 10:09:42:507812,72,11,0
2021-06-19 10:09:43:507812,72,11,0
2021-06-19 10:09:44:507812,72,11,0
2021-06-19 10:09:45:507812,72,11,0
2021-06-19 10:09:46:507812,73,11,0
2021-06-19 10:09:47:507812,73,11,0
2021-06-19 10:09:48:507812,73,11,0
2021-06-19 10:09:49:507812,74,11,0
2021-06-19 10:09:50:507812,73,11,0
2021-06-19 10:09:51:507812,73,11,0
2021-06-19 10:09:52:507812,72,11,0
2021-06-19 10:09:53:507812,72,11,0
2021-06-19 10:09:54:507812,72,11,0
2021-06-19 10:09:55:507812,72,12,0
2021-06-19 10:09:56:507812,71,12,0
2021-06-19 10:09:57:507812,71,12,0
2021-06-19 10:09:58:507812,70,12,0
2021-06-19 10:09:59:507812,70,12,0
2021-06-19 10:10:00:507812,69,12,0
2021-06-19 10:10:01:507812,69,12,0
2021-06-19 10:10:02:507812,69,12,0
2021-06-19 10:10:03:507812,69,12,0
2021-06-19 10:10:04:507812,68,12,0
2021-06-19 10:10:05:507812,68,12,0
2021-06-19 10:10:06:507812,68,12,0
2021-06-19 10:10:07:507812,68,12,0
2021-06-19 10:10:08:507812,69,12,0
2021-06-19 10:10:09:507812,69,12,0
2021-06-19 10:10:10:507812,70,12,0
2021-06-19 10:10:11:507812,70,12,0
2021-06-19 10:10:12:507812,70,12,0
2021-06-19 10:10:13:507812,70,13,0
2021-06-19 10:10:14:507812,71,13,0
2021-06-19 10:10:15:507812,71,13,0
2021-06-19 10:10:16:507812,71,13,0
2021-06-19 10:10:17:507812,71,13,0
2021-06-19 10:10:18:507812,70,13,0
2021-06-19 10:10:19:507812,69,13,0
2021-06-19 10:10:20:507812,69,13,0
2021-06-19 10:10:21:507812,69,13,0
2021-06-19 10:10:22:507812,69,14,0
2021-06-19 10:10:23:507812,69,14,0
2021-06-19 10:10:24:507812,68,14,0
2021-06-19 10:10:25:507812,67,14,0
2021-06-19 10:10:26:507812,66,14,0
2021-06-19 10:10:27:507812,66,14,0
2021-06-19 10:10:28:507812,65,14,0
2021-06-19 10:10:29:507812,65,14,0
2021-06-19 10:10:30:507812,65,14,0
2021-06-19 10:10:31:507812,63,14,0
2021-06-19 10:10:32:507812,63,14,0
2021-06-19 10:10:33:507812,62,14,0
2021-06-19 10:10:34:507812,63,14,0
2021-06-19 10:10:35:507812,62,14,0
2021-06-19 10:10:36:507812,63,14,0
2021-06-19 10:10:37:507812,65,14,0
2021-06-19 10:10:38:507812,66,14,0
2021-06-19 10:10:39:507812,66,14,0
2021-06-19 10:10:40:507812,68,14,0
2021-06-19 10:10:41:507812,68,14,0
2021-06-19 10:10:42:507812,68,13,0
2021-06-19 10:10:43:507812,68,13,0
2021-06-19 10:10:44:507812,68,13,0
2021-06-19 10:10:45:507812,68,14,0
2021-06-19 10:10:46:507812,69,14,0
2021-06-19 10:10:47:507812,70,14,0
2021-06-19 10:10:48:507812,71,13,0
2021-06-19 10:10:49:507812,71,13,0
2021-06-19 10:10:50:507812,71,13,0
2021-06-19 10:10:51:507812,70,12,0
2021-06-19 10:10:52:507812,70,11,0
2021-06-19 10:10:53:507812,69,11,0
2021-06-19 10:10:54:507812,68,11,0
2021-06-19 10:10:55:507812,68,11,0
2021-06-19 10:10:56:507812,68,11,0
2021-06-19 10:10:57:507812,69,11,0
2021-06-19 10:10:58:507812,69,11,0
2021-06-19 10:10:59:507812,69,11,0
2021-06-19 10:11:00:507812,69,11,0
2021-06-19 10:11:01:507812,69,11,0
2021-06-19 10:11:02:507812,69,11,0
2021-06-19 10:11:03:507812,69,11,0
2021-06-19 10:11:04:507812,69,11,0
2021-06-19 10:11:05:507812,68,11,0
2021-06-19 10:11:06:507812,68,11,0
2021-06-19 10:11:07:507812,69,10,0
2021-06-19 10:11:08:507812,70,10,0
2021-06-19 10:11:09:507812,70,10,0
2021-06-19 10:11:10:507812,70,10,0
2021-06-19 10:11:11:507812,72,10,0
2021-06-19 10:11:12:507812,72,10,0
2021-06-19 10:11:13:507812,73,10,0
2021-06-19 10:11:14:507812,74,10,0
2021-06-19 10:11:15:507812,74,10,0
2021-06-19 10:11:16:507812,74,10,0
2021-06-19 10:11:17:507812,74,10,0
