time [s],heart_rate [bpm] (/api/datatype/19/),breathing_rate [rpm] (/api/datatype/33/),cadence [spm] (/api/datatype/53/)cadence [spm] (/api/datatype/53/)
2021-08-06 07:55:01:042969,94,14,0
2021-08-06 07:55:02:042969,94,14,0
2021-08-06 07:55:03:042969,94,14,0
2021-08-06 07:55:04:042969,90,14,0
2021-08-06 07:55:05:042969,100,14,0
2021-08-06 07:55:06:042969,95,14,0
2021-08-06 07:55:07:042969,96,13,0
2021-08-06 07:55:08:042969,92,13,0
2021-08-06 07:55:09:042969,92,13,0
2021-08-06 07:55:10:042969,89,13,0
2021-08-06 07:55:11:042969,88,13,0
2021-08-06 07:55:12:042969,81,13,0
2021-08-06 07:55:13:042969,76,13,0
2021-08-06 07:55:14:042969,76,13,0
2021-08-06 07:55:15:042969,76,13,0
2021-08-06 07:55:16:042969,72,13,0
2021-08-06 07:55:17:042969,72,14,0
2021-08-06 07:55:18:042969,72,14,0
2021-08-06 07:55:19:042969,72,14,0
2021-08-06 07:55:20:042969,72,13,0
2021-08-06 07:55:21:042969,72,13,0
2021-08-06 07:55:22:042969,72,14,0
2021-08-06 07:55:23:042969,72,14,0
2021-08-06 07:55:24:042969,72,14,0
2021-08-06 07:55:25:042969,72,14,0
2021-08-06 07:55:26:042969,69,14,0
2021-08-06 07:55:27:042969,69,14,0
2021-08-06 07:55:28:042969,60,14,0
2021-08-06 07:55:29:042969,60,13,0
2021-08-06 07:55:30:042969,60,13,0
2021-08-06 07:55:31:042969,60,13,0
2021-08-06 07:55:32:042969,60,14,0
2021-08-06 07:55:33:042969,60,14,0
2021-08-06 07:55:34:042969,71,14,0
2021-08-06 07:55:35:042969,73,13,0
2021-08-06 07:55:36:042969,79,13,0
2021-08-06 07:55:37:042969,74,13,0
2021-08-06 07:55:38:042969,74,13,0
2021-08-06 07:55:39:042969,65,13,0
2021-08-06 07:55:40:042969,57,13,0
2021-08-06 07:55:41:042969,57,14,0
2021-08-06 07:55:42:042969,57,14,0
2021-08-06 07:55:43:042969,56,14,0
2021-08-06 07:55:44:042969,57,14,0
2021-08-06 07:55:45:042969,57,14,0
2021-08-06 07:55:46:042969,59,14,0
2021-08-06 07:55:47:042969,59,14,0
2021-08-06 07:55:48:042969,62,14,0
2021-08-06 07:55:49:042969,65,14,0
2021-08-06 07:55:50:042969,65,14,0
2021-08-06 07:55:51:042969,69,14,0
2021-08-06 07:55:52:042969,72,14,0
2021-08-06 07:55:53:042969,73,14,0
2021-08-06 07:55:54:042969,74,14,0
2021-08-06 07:55:55:042969,74,14,0
2021-08-06 07:55:56:042969,79,14,0
2021-08-06 07:55:57:042969,79,14,0
2021-08-06 07:55:58:042969,89,14,0
2021-08-06 07:55:59:042969,98,14,0
2021-08-06 07:56:00:042969,98,14,0
2021-08-06 07:56:01:042969,98,14,0
2021-08-06 07:56:02:042969,98,14,0
2021-08-06 07:56:03:042969,105,14,0
2021-08-06 07:56:04:042969,100,14,0
2021-08-06 07:56:05:042969,92,14,0
2021-08-06 07:56:06:042969,86,14,0
2021-08-06 07:56:07:042969,81,14,0
2021-08-06 07:56:08:042969,69,14,0
2021-08-06 07:56:09:042969,64,14,0
2021-08-06 07:56:10:042969,64,14,0
2021-08-06 07:56:11:042969,64,14,0
2021-08-06 07:56:12:042969,64,14,0
2021-08-06 07:56:13:042969,64,14,0
2021-08-06 07:56:14:042969,64,14,0
2021-08-06 07:56:15:042969,64,14,0
2021-08-06 07:56:16:042969,64,14,0
2021-08-06 07:56:17:042969,64,14,0
2021-08-06 07:56:18:042969,67,14,0
2021-08-06 07:56:19:042969,67,14,0
2021-08-06 07:56:20:042969,67,14,0
2021-08-06 07:56:21:042969,68,14,0
2021-08-06 07:56:22:042969,76,14,0
2021-08-06 07:56:23:042969,76,14,0
2021-08-06 07:56:24:042969,76,14,0
2021-08-06 07:56:25:042969,76,13,0
2021-08-06 07:56:26:042969,60,13,0
2021-08-06 07:56:27:042969,60,13,0
2021-08-06 07:56:28:042969,60,13,0
2021-08-06 07:56:29:042969,60,13,0
2021-08-06 07:56:30:042969,60,13,0
2021-08-06 07:56:31:042969,60,13,0
2021-08-06 07:56:32:042969,60,13,0
2021-08-06 07:56:33:042969,53,13,0
2021-08-06 07:56:34:042969,53,13,0
2021-08-06 07:56:35:042969,53,13,0
2021-08-06 07:56:36:042969,50,13,0
2021-08-06 07:56:37:042969,50,13,0
2021-08-06 07:56:38:042969,40,13,0
2021-08-06 07:56:39:042969,40,13,0
2021-08-06 07:56:40:042969,47,14,0
2021-08-06 07:56:41:042969,41,14,0
2021-08-06 07:56:42:042969,41,14,0
2021-08-06 07:56:43:042969,40,14,0
2021-08-06 07:56:44:042969,45,14,0
2021-08-06 07:56:45:042969,45,14,0
2021-08-06 07:56:46:042969,45,14,0
2021-08-06 07:56:47:042969,48,14,0
2021-08-06 07:56:48:042969,44,14,0
2021-08-06 07:56:49:042969,44,14,0
2021-08-06 07:56:50:042969,44,14,0
2021-08-06 07:56:51:042969,44,14,0
2021-08-06 07:56:52:042969,44,14,0
2021-08-06 07:56:53:042969,44,14,0
2021-08-06 07:56:54:042969,44,14,0
2021-08-06 07:56:55:042969,44,15,0
2021-08-06 07:56:56:042969,42,15,0
2021-08-06 07:56:57:042969,42,15,0
2021-08-06 07:56:58:042969,51,15,0
2021-08-06 07:56:59:042969,56,15,0
2021-08-06 07:57:00:042969,59,15,0
2021-08-06 07:57:01:042969,61,15,0
2021-08-06 07:57:02:042969,59,15,0
2021-08-06 07:57:03:042969,57,15,0
2021-08-06 07:57:04:042969,72,14,0
2021-08-06 07:57:05:042969,72,14,0
2021-08-06 07:57:06:042969,72,14,0
2021-08-06 07:57:07:042969,72,14,0
2021-08-06 07:57:08:042969,72,14,0
2021-08-06 07:57:09:042969,72,14,0
2021-08-06 07:57:10:042969,67,14,0
2021-08-06 07:57:11:042969,67,14,0
2021-08-06 07:57:12:042969,67,14,0
2021-08-06 07:57:13:042969,67,14,0
2021-08-06 07:57:14:042969,67,14,0
2021-08-06 07:57:15:042969,67,14,0
2021-08-06 07:57:16:042969,67,13,0
2021-08-06 07:57:17:042969,67,13,0
2021-08-06 07:57:18:042969,75,13,0
2021-08-06 07:57:19:042969,75,13,0
2021-08-06 07:57:20:042969,71,13,0
2021-08-06 07:57:21:042969,71,13,0
2021-08-06 07:57:22:042969,71,13,0
2021-08-06 07:57:23:042969,67,13,0
2021-08-06 07:57:24:042969,79,13,0
2021-08-06 07:57:25:042969,71,13,0
2021-08-06 07:57:26:042969,75,14,0
2021-08-06 07:57:27:042969,69,13,0
2021-08-06 07:57:28:042969,69,13,0
2021-08-06 07:57:29:042969,69,14,0
2021-08-06 07:57:30:042969,69,15,0
2021-08-06 07:57:31:042969,69,16,0
2021-08-06 07:57:32:042969,69,17,0
2021-08-06 07:57:33:042969,69,17,0
2021-08-06 07:57:34:042969,55,17,0
2021-08-06 07:57:35:042969,55,17,0
2021-08-06 07:57:36:042969,55,17,0
2021-08-06 07:57:37:042969,55,17,0
2021-08-06 07:57:38:042969,55,17,0
2021-08-06 07:57:39:042969,55,16,0
2021-08-06 07:57:40:042969,55,17,0
2021-08-06 07:57:41:042969,55,17,0
2021-08-06 07:57:42:042969,55,17,0
2021-08-06 07:57:43:042969,55,17,0
2021-08-06 07:57:44:042969,55,17,0
2021-08-06 07:57:45:042969,55,17,0
2021-08-06 07:57:46:042969,55,17,0
2021-08-06 07:57:47:042969,55,17,0
2021-08-06 07:57:48:042969,55,16,0
2021-08-06 07:57:49:042969,55,16,0
2021-08-06 07:57:50:042969,55,15,0
2021-08-06 07:57:51:042969,55,15,0
2021-08-06 07:57:52:042969,55,15,0
2021-08-06 07:57:53:042969,55,14,0
2021-08-06 07:57:54:042969,55,14,0
2021-08-06 07:57:55:042969,55,14,0
2021-08-06 07:57:56:042969,55,14,0
2021-08-06 07:57:57:042969,55,14,0
2021-08-06 07:57:58:042969,55,14,0
2021-08-06 07:57:59:042969,55,14,0
2021-08-06 07:58:00:042969,55,14,0
2021-08-06 07:58:01:042969,55,14,0
2021-08-06 07:58:02:042969,55,14,0
2021-08-06 07:58:03:042969,55,14,0
2021-08-06 07:58:04:042969,55,13,0
2021-08-06 07:58:05:042969,55,13,0
2021-08-06 07:58:06:042969,55,12,0
2021-08-06 07:58:07:042969,76,12,0
2021-08-06 07:58:08:042969,70,12,0
2021-08-06 07:58:09:042969,60,12,0
2021-08-06 07:58:10:042969,60,11,0
2021-08-06 07:58:11:042969,60,11,0
2021-08-06 07:58:12:042969,60,11,0
2021-08-06 07:58:13:042969,60,11,0
2021-08-06 07:58:14:042969,60,11,0
2021-08-06 07:58:15:042969,59,11,0
2021-08-06 07:58:16:042969,46,11,0
2021-08-06 07:58:17:042969,46,11,0
2021-08-06 07:58:18:042969,46,11,0
2021-08-06 07:58:19:042969,44,11,0
2021-08-06 07:58:20:042969,44,11,0
2021-08-06 07:58:21:042969,44,12,0
2021-08-06 07:58:22:042969,44,12,0
2021-08-06 07:58:23:042969,44,13,0
2021-08-06 07:58:24:042969,38,13,0
2021-08-06 07:58:25:042969,40,13,0
2021-08-06 07:58:26:042969,43,13,0
2021-08-06 07:58:27:042969,45,13,0
2021-08-06 07:58:28:042969,46,13,0
2021-08-06 07:58:29:042969,40,12,0
2021-08-06 07:58:30:042969,40,12,0
2021-08-06 07:58:31:042969,40,11,0
2021-08-06 07:58:32:042969,38,11,0
2021-08-06 07:58:33:042969,38,11,0
2021-08-06 07:58:34:042969,47,11,0
2021-08-06 07:58:35:042969,47,11,0
2021-08-06 07:58:36:042969,47,12,0
2021-08-06 07:58:37:042969,47,12,0
2021-08-06 07:58:38:042969,49,12,0
2021-08-06 07:58:39:042969,42,11,0
2021-08-06 07:58:40:042969,42,11,0
2021-08-06 07:58:41:042969,42,11,0
2021-08-06 07:58:42:042969,43,11,0
2021-08-06 07:58:43:042969,39,11,0
2021-08-06 07:58:44:042969,38,12,0
2021-08-06 07:58:45:042969,38,12,0
2021-08-06 07:58:46:042969,38,12,0
2021-08-06 07:58:47:042969,43,12,0
2021-08-06 07:58:48:042969,54,12,0
2021-08-06 07:58:49:042969,47,12,0
2021-08-06 07:58:50:042969,47,12,0
2021-08-06 07:58:51:042969,47,12,0
2021-08-06 07:58:52:042969,50,12,0
2021-08-06 07:58:53:042969,56,13,0
2021-08-06 07:58:54:042969,57,13,0
2021-08-06 07:58:55:042969,55,13,0
2021-08-06 07:58:56:042969,56,13,0
2021-08-06 07:58:57:042969,61,13,0
2021-08-06 07:58:58:042969,57,13,0
2021-08-06 07:58:59:042969,57,14,0
2021-08-06 07:59:00:042969,55,14,0
2021-08-06 07:59:01:042969,53,14,0
2021-08-06 07:59:02:042969,53,14,0
2021-08-06 07:59:03:042969,50,14,0
2021-08-06 07:59:04:042969,50,14,0
2021-08-06 07:59:05:042969,50,14,0
2021-08-06 07:59:06:042969,53,14,0
2021-08-06 07:59:07:042969,50,13,0
2021-08-06 07:59:08:042969,50,13,0
2021-08-06 07:59:09:042969,44,13,0
2021-08-06 07:59:10:042969,43,14,0
2021-08-06 07:59:11:042969,41,13,0
2021-08-06 07:59:12:042969,41,13,0
2021-08-06 07:59:13:042969,38,13,0
2021-08-06 07:59:14:042969,37,13,0
2021-08-06 07:59:15:042969,37,13,0
2021-08-06 07:59:16:042969,37,13,0
2021-08-06 07:59:17:042969,37,13,0
2021-08-06 07:59:18:042969,38,13,0
2021-08-06 07:59:19:042969,38,13,0
2021-08-06 07:59:20:042969,38,12,0
2021-08-06 07:59:21:042969,36,12,0
2021-08-06 07:59:22:042969,36,12,0
2021-08-06 07:59:23:042969,35,12,0
2021-08-06 07:59:24:042969,34,12,0
2021-08-06 07:59:25:042969,34,12,0
2021-08-06 07:59:26:042969,33,12,0
2021-08-06 07:59:27:042969,33,11,0
2021-08-06 07:59:28:042969,33,11,0
2021-08-06 07:59:29:042969,33,11,0
2021-08-06 07:59:30:042969,35,12,0
2021-08-06 07:59:31:042969,35,11,0
2021-08-06 07:59:32:042969,35,11,0
2021-08-06 07:59:33:042969,35,10,0
2021-08-06 07:59:34:042969,37,10,0
2021-08-06 07:59:35:042969,37,10,0
2021-08-06 07:59:36:042969,37,10,0
2021-08-06 07:59:37:042969,37,10,0
2021-08-06 07:59:38:042969,37,10,0
2021-08-06 07:59:39:042969,40,10,0
2021-08-06 07:59:40:042969,41,10,0
2021-08-06 07:59:41:042969,41,10,0
2021-08-06 07:59:42:042969,42,10,0
2021-08-06 07:59:43:042969,42,10,0
2021-08-06 07:59:44:042969,46,10,0
2021-08-06 07:59:45:042969,46,10,0
2021-08-06 07:59:46:042969,46,10,0
2021-08-06 07:59:47:042969,46,10,0
2021-08-06 07:59:48:042969,46,10,0
2021-08-06 07:59:49:042969,46,10,0
2021-08-06 07:59:50:042969,46,10,0
2021-08-06 07:59:51:042969,46,9,0
2021-08-06 07:59:52:042969,46,9,0
2021-08-06 07:59:53:042969,46,10,0
2021-08-06 07:59:54:042969,46,10,0
2021-08-06 07:59:55:042969,46,10,0
2021-08-06 07:59:56:042969,46,10,0
2021-08-06 07:59:57:042969,46,10,0
2021-08-06 07:59:58:042969,46,10,0
2021-08-06 07:59:59:042969,46,11,0
2021-08-06 08:00:00:042969,46,11,0
2021-08-06 08:00:01:042969,46,11,0
2021-08-06 08:00:02:042969,46,11,0
2021-08-06 08:00:03:042969,46,11,0
2021-08-06 08:00:04:042969,46,11,0
2021-08-06 08:00:05:042969,46,11,0
2021-08-06 08:00:06:042969,46,11,0
2021-08-06 08:00:07:042969,46,11,0
2021-08-06 08:00:08:042969,46,11,0
2021-08-06 08:00:09:042969,46,11,0
2021-08-06 08:00:10:042969,46,12,0
2021-08-06 08:00:11:042969,46,12,0
2021-08-06 08:00:12:042969,46,12,0
2021-08-06 08:00:13:042969,46,11,0
2021-08-06 08:00:14:042969,46,11,0
2021-08-06 08:00:15:042969,46,11,0
2021-08-06 08:00:16:042969,46,12,0
2021-08-06 08:00:17:042969,46,12,0
2021-08-06 08:00:18:042969,46,12,0
2021-08-06 08:00:19:042969,46,12,0
2021-08-06 08:00:20:042969,46,12,0
2021-08-06 08:00:21:042969,46,12,0
2021-08-06 08:00:22:042969,46,12,0
2021-08-06 08:00:23:042969,46,13,0
2021-08-06 08:00:24:042969,46,13,0
2021-08-06 08:00:25:042969,46,13,0
2021-08-06 08:00:26:042969,46,13,0
2021-08-06 08:00:27:042969,46,13,0
2021-08-06 08:00:28:042969,46,13,0
2021-08-06 08:00:29:042969,46,13,0
2021-08-06 08:00:30:042969,46,13,0
2021-08-06 08:00:31:042969,46,13,0
2021-08-06 08:00:32:042969,46,13,0
2021-08-06 08:00:33:042969,46,13,0
2021-08-06 08:00:34:042969,46,14,0
2021-08-06 08:00:35:042969,46,14,0
2021-08-06 08:00:36:042969,46,14,0
2021-08-06 08:00:37:042969,46,14,0
2021-08-06 08:00:38:042969,46,14,0
2021-08-06 08:00:39:042969,46,14,0
2021-08-06 08:00:40:042969,46,13,0
2021-08-06 08:00:41:042969,46,13,0
2021-08-06 08:00:42:042969,46,13,0
2021-08-06 08:00:43:042969,46,13,0
2021-08-06 08:00:44:042969,46,13,0
2021-08-06 08:00:45:042969,46,13,0
2021-08-06 08:00:46:042969,46,13,0
2021-08-06 08:00:47:042969,46,13,0
2021-08-06 08:00:48:042969,46,13,0
2021-08-06 08:00:49:042969,46,13,0
2021-08-06 08:00:50:042969,46,13,0
2021-08-06 08:00:51:042969,46,13,0
2021-08-06 08:00:52:042969,46,13,0
2021-08-06 08:00:53:042969,46,12,0
2021-08-06 08:00:54:042969,46,12,0
2021-08-06 08:00:55:042969,46,12,0
2021-08-06 08:00:56:042969,46,12,0
2021-08-06 08:00:57:042969,46,12,0
2021-08-06 08:00:58:042969,46,12,0
2021-08-06 08:00:59:042969,46,12,0
2021-08-06 08:01:00:042969,46,12,0
2021-08-06 08:01:01:042969,46,12,0
2021-08-06 08:01:02:042969,46,12,0
2021-08-06 08:01:03:042969,46,12,0
2021-08-06 08:01:04:042969,46,12,0
2021-08-06 08:01:05:042969,46,12,0
2021-08-06 08:01:06:042969,30,12,0
2021-08-06 08:01:07:042969,30,12,0
2021-08-06 08:01:08:042969,30,12,0
2021-08-06 08:01:09:042969,30,12,0
2021-08-06 08:01:10:042969,30,12,0
2021-08-06 08:01:11:042969,30,12,0
2021-08-06 08:01:12:042969,30,12,0
2021-08-06 08:01:13:042969,30,12,0
2021-08-06 08:01:14:042969,30,12,0
2021-08-06 08:01:15:042969,30,12,0
2021-08-06 08:01:16:042969,30,12,0
2021-08-06 08:01:17:042969,30,12,0
2021-08-06 08:01:18:042969,30,12,0
2021-08-06 08:01:19:042969,30,13,0
2021-08-06 08:01:20:042969,30,13,0
2021-08-06 08:01:21:042969,30,13,0
2021-08-06 08:01:22:042969,30,14,0
2021-08-06 08:01:23:042969,30,14,0
2021-08-06 08:01:24:042969,30,14,0
2021-08-06 08:01:25:042969,30,14,0
2021-08-06 08:01:26:042969,30,14,0
2021-08-06 08:01:27:042969,30,14,0
2021-08-06 08:01:28:042969,30,14,0
2021-08-06 08:01:29:042969,30,14,0
2021-08-06 08:01:30:042969,30,14,0
2021-08-06 08:01:31:042969,30,14,0
2021-08-06 08:01:32:042969,30,14,0
2021-08-06 08:01:33:042969,30,14,0
2021-08-06 08:01:34:042969,30,14,0
2021-08-06 08:01:35:042969,30,14,0
2021-08-06 08:01:36:042969,30,14,0
2021-08-06 08:01:37:042969,30,13,0
2021-08-06 08:01:38:042969,30,13,0
2021-08-06 08:01:39:042969,30,13,0
2021-08-06 08:01:40:042969,30,14,0
2021-08-06 08:01:41:042969,30,14,0
2021-08-06 08:01:42:042969,30,14,0
2021-08-06 08:01:43:042969,30,13,0
2021-08-06 08:01:44:042969,30,13,0
2021-08-06 08:01:45:042969,30,13,0
2021-08-06 08:01:46:042969,30,13,0
2021-08-06 08:01:47:042969,30,13,0
2021-08-06 08:01:48:042969,30,13,0
2021-08-06 08:01:49:042969,30,13,0
2021-08-06 08:01:50:042969,30,13,0
2021-08-06 08:01:51:042969,30,13,0
2021-08-06 08:01:52:042969,30,13,0
2021-08-06 08:01:53:042969,33,13,0
2021-08-06 08:01:54:042969,33,13,0
2021-08-06 08:01:55:042969,53,13,0
2021-08-06 08:01:56:042969,53,13,0
2021-08-06 08:01:57:042969,53,13,0
