time [s],heart_rate [bpm] (/api/datatype/19/),breathing_rate [rpm] (/api/datatype/33/),cadence [spm] (/api/datatype/53/)cadence [spm] (/api/datatype/53/)
2021-06-26 09:12:21:066406,104,22,45
2021-06-26 09:12:22:066406,105,22,0
2021-06-26 09:12:23:066406,103,22,0
2021-06-26 09:12:24:066406,103,22,0
2021-06-26 09:12:25:066406,104,22,0
2021-06-26 09:12:26:066406,104,21,0
2021-06-26 09:12:27:066406,104,21,0
2021-06-26 09:12:28:066406,104,21,0
2021-06-26 09:12:29:066406,107,21,0
2021-06-26 09:12:30:066406,110,21,0
2021-06-26 09:12:31:066406,109,21,0
2021-06-26 09:12:32:066406,112,21,0
2021-06-26 09:12:33:066406,115,21,0
2021-06-26 09:12:34:066406,115,21,0
2021-06-26 09:12:35:066406,115,20,0
2021-06-26 09:12:36:066406,115,20,0
2021-06-26 09:12:37:066406,117,20,0
2021-06-26 09:12:38:066406,117,20,0
2021-06-26 09:12:39:066406,118,19,0
2021-06-26 09:12:40:066406,119,18,0
2021-06-26 09:12:41:066406,118,17,0
2021-06-26 09:12:42:066406,120,17,0
2021-06-26 09:12:43:066406,120,17,0
2021-06-26 09:12:44:066406,106,17,0
2021-06-26 09:12:45:066406,99,18,0
2021-06-26 09:12:46:066406,100,18,0
2021-06-26 09:12:47:066406,102,18,0
2021-06-26 09:12:48:066406,102,19,0
2021-06-26 09:12:49:066406,101,19,0
2021-06-26 09:12:50:066406,101,20,0
2021-06-26 09:12:51:066406,102,20,0
2021-06-26 09:12:52:066406,101,20,0
2021-06-26 09:12:53:066406,101,20,0
2021-06-26 09:12:54:066406,97,19,0
2021-06-26 09:12:55:066406,97,18,0
2021-06-26 09:12:56:066406,97,18,0
2021-06-26 09:12:57:066406,97,19,0
2021-06-26 09:12:58:066406,104,20,0
2021-06-26 09:12:59:066406,109,21,0
2021-06-26 09:13:00:066406,109,22,0
2021-06-26 09:13:01:066406,109,23,0
2021-06-26 09:13:02:066406,105,23,56
2021-06-26 09:13:03:066406,104,23,88
2021-06-26 09:13:04:066406,102,22,90
2021-06-26 09:13:05:066406,103,22,81
2021-06-26 09:13:06:066406,104,22,73
2021-06-26 09:13:07:066406,104,22,70
2021-06-26 09:13:08:066406,102,22,59
2021-06-26 09:13:09:066406,101,22,0
2021-06-26 09:13:10:066406,101,23,0
2021-06-26 09:13:11:066406,102,23,0
2021-06-26 09:13:12:066406,102,24,0
2021-06-26 09:13:13:066406,102,25,41
2021-06-26 09:13:14:066406,105,26,48
2021-06-26 09:13:15:066406,105,26,47
2021-06-26 09:13:16:066406,102,26,43
2021-06-26 09:13:17:066406,103,26,39
2021-06-26 09:13:18:066406,104,25,41
2021-06-26 09:13:19:066406,103,25,51
2021-06-26 09:13:20:066406,103,25,49
2021-06-26 09:13:21:066406,101,25,0
2021-06-26 09:13:22:066406,101,25,0
2021-06-26 09:13:23:066406,101,25,0
2021-06-26 09:13:24:066406,101,24,0
2021-06-26 09:13:25:066406,102,23,35
2021-06-26 09:13:26:066406,103,22,34
2021-06-26 09:13:27:066406,102,22,0
2021-06-26 09:13:28:066406,101,22,0
2021-06-26 09:13:29:066406,99,21,0
2021-06-26 09:13:30:066406,98,21,0
2021-06-26 09:13:31:066406,98,20,0
2021-06-26 09:13:32:066406,97,20,0
2021-06-26 09:13:33:066406,96,20,0
2021-06-26 09:13:34:066406,95,19,0
2021-06-26 09:13:35:066406,94,19,0
2021-06-26 09:13:36:066406,93,18,0
2021-06-26 09:13:37:066406,90,18,0
2021-06-26 09:13:38:066406,90,18,0
2021-06-26 09:13:39:066406,89,17,0
2021-06-26 09:13:40:066406,89,17,0
2021-06-26 09:13:41:066406,89,17,0
2021-06-26 09:13:42:066406,89,17,0
2021-06-26 09:13:43:066406,90,17,0
2021-06-26 09:13:44:066406,90,17,0
2021-06-26 09:13:45:066406,90,18,0
2021-06-26 09:13:46:066406,92,18,0
2021-06-26 09:13:47:066406,91,18,0
2021-06-26 09:13:48:066406,90,18,0
2021-06-26 09:13:49:066406,89,18,0
2021-06-26 09:13:50:066406,89,18,0
2021-06-26 09:13:51:066406,92,18,0
2021-06-26 09:13:52:066406,93,18,0
2021-06-26 09:13:53:066406,95,18,0
2021-06-26 09:13:54:066406,94,18,0
2021-06-26 09:13:55:066406,93,18,0
2021-06-26 09:13:56:066406,93,18,0
2021-06-26 09:13:57:066406,94,18,0
2021-06-26 09:13:58:066406,93,18,0
2021-06-26 09:13:59:066406,92,17,0
2021-06-26 09:14:00:066406,90,17,0
2021-06-26 09:14:01:066406,90,17,0
2021-06-26 09:14:02:066406,88,18,0
2021-06-26 09:14:03:066406,88,18,53
2021-06-26 09:14:04:066406,89,18,93
2021-06-26 09:14:05:066406,89,18,112
2021-06-26 09:14:06:066406,85,18,115
2021-06-26 09:14:07:066406,87,18,113
2021-06-26 09:14:08:066406,86,18,111
2021-06-26 09:14:09:066406,86,18,110
2021-06-26 09:14:10:066406,88,17,116
2021-06-26 09:14:11:066406,88,17,127
2021-06-26 09:14:12:066406,89,17,136
2021-06-26 09:14:13:066406,89,17,135
2021-06-26 09:14:14:066406,89,17,122
2021-06-26 09:14:15:066406,91,16,109
2021-06-26 09:14:16:066406,91,16,107
2021-06-26 09:14:17:066406,92,15,112
2021-06-26 09:14:18:066406,92,16,115
2021-06-26 09:14:19:066406,95,16,112
2021-06-26 09:14:20:066406,97,16,92
2021-06-26 09:14:21:066406,99,16,44
2021-06-26 09:14:22:066406,102,17,0
2021-06-26 09:14:23:066406,101,17,0
2021-06-26 09:14:24:066406,98,17,0
2021-06-26 09:14:25:066406,100,17,0
2021-06-26 09:14:26:066406,101,17,0
2021-06-26 09:14:27:066406,101,17,0
2021-06-26 09:14:28:066406,101,17,0
2021-06-26 09:14:29:066406,101,15,0
2021-06-26 09:14:30:066406,101,14,0
2021-06-26 09:14:31:066406,101,14,0
2021-06-26 09:14:32:066406,102,14,0
2021-06-26 09:14:33:066406,101,14,0
2021-06-26 09:14:34:066406,101,14,73
2021-06-26 09:14:35:066406,100,13,115
2021-06-26 09:14:36:066406,100,13,105
2021-06-26 09:14:37:066406,99,13,52
2021-06-26 09:14:38:066406,99,13,0
2021-06-26 09:14:39:066406,99,13,0
2021-06-26 09:14:40:066406,100,13,0
2021-06-26 09:14:41:066406,98,13,0
2021-06-26 09:14:42:066406,98,14,0
2021-06-26 09:14:43:066406,95,14,0
2021-06-26 09:14:44:066406,94,15,0
2021-06-26 09:14:45:066406,94,15,0
2021-06-26 09:14:46:066406,94,15,31
2021-06-26 09:14:47:066406,94,15,34
2021-06-26 09:14:48:066406,94,15,44
2021-06-26 09:14:49:066406,94,15,71
2021-06-26 09:14:50:066406,95,15,93
2021-06-26 09:14:51:066406,96,16,99
2021-06-26 09:14:52:066406,96,17,97
2021-06-26 09:14:53:066406,100,19,93
2021-06-26 09:14:54:066406,100,20,92
2021-06-26 09:14:55:066406,100,21,95
2021-06-26 09:14:56:066406,97,21,97
2021-06-26 09:14:57:066406,97,21,96
2021-06-26 09:14:58:066406,93,21,95
2021-06-26 09:14:59:066406,93,22,95
2021-06-26 09:15:00:066406,94,23,97
2021-06-26 09:15:01:066406,92,23,99
2021-06-26 09:15:02:066406,92,23,103
2021-06-26 09:15:03:066406,90,22,101
2021-06-26 09:15:04:066406,90,21,89
2021-06-26 09:15:05:066406,90,21,74
2021-06-26 09:15:06:066406,91,21,55
2021-06-26 09:15:07:066406,92,21,0
2021-06-26 09:15:08:066406,94,20,0
2021-06-26 09:15:09:066406,94,20,0
2021-06-26 09:15:10:066406,95,20,0
2021-06-26 09:15:11:066406,100,21,0
2021-06-26 09:15:12:066406,106,20,0
2021-06-26 09:15:13:066406,108,20,0
2021-06-26 09:15:14:066406,108,20,0
2021-06-26 09:15:15:066406,108,20,0
2021-06-26 09:15:16:066406,108,20,0
2021-06-26 09:15:17:066406,108,19,0
2021-06-26 09:15:18:066406,108,18,0
2021-06-26 09:15:19:066406,109,19,0
2021-06-26 09:15:20:066406,108,19,0
2021-06-26 09:15:21:066406,107,19,0
2021-06-26 09:15:22:066406,106,18,0
2021-06-26 09:15:23:066406,105,18,0
2021-06-26 09:15:24:066406,104,18,0
2021-06-26 09:15:25:066406,103,18,0
2021-06-26 09:15:26:066406,103,18,0
2021-06-26 09:15:27:066406,103,18,0
2021-06-26 09:15:28:066406,104,18,0
2021-06-26 09:15:29:066406,104,17,0
2021-06-26 09:15:30:066406,103,16,0
2021-06-26 09:15:31:066406,104,15,0
2021-06-26 09:15:32:066406,103,15,0
2021-06-26 09:15:33:066406,102,16,0
2021-06-26 09:15:34:066406,101,16,0
2021-06-26 09:15:35:066406,100,16,0
2021-06-26 09:15:36:066406,99,16,0
2021-06-26 09:15:37:066406,98,17,0
2021-06-26 09:15:38:066406,97,16,0
2021-06-26 09:15:39:066406,95,16,0
2021-06-26 09:15:40:066406,94,16,0
2021-06-26 09:15:41:066406,93,16,0
2021-06-26 09:15:42:066406,91,16,0
2021-06-26 09:15:43:066406,90,17,0
2021-06-26 09:15:44:066406,90,17,0
2021-06-26 09:15:45:066406,90,17,0
2021-06-26 09:15:46:066406,88,17,0
2021-06-26 09:15:47:066406,88,16,0
2021-06-26 09:15:48:066406,87,16,0
2021-06-26 09:15:49:066406,87,16,0
2021-06-26 09:15:50:066406,87,16,0
2021-06-26 09:15:51:066406,87,15,0
2021-06-26 09:15:52:066406,87,15,0
2021-06-26 09:15:53:066406,86,15,0
2021-06-26 09:15:54:066406,85,16,0
2021-06-26 09:15:55:066406,85,17,0
2021-06-26 09:15:56:066406,85,18,0
2021-06-26 09:15:57:066406,85,17,0
2021-06-26 09:15:58:066406,84,17,0
2021-06-26 09:15:59:066406,84,17,0
2021-06-26 09:16:00:066406,84,18,0
2021-06-26 09:16:01:066406,83,18,0
2021-06-26 09:16:02:066406,83,19,0
2021-06-26 09:16:03:066406,85,19,0
2021-06-26 09:16:04:066406,87,19,0
2021-06-26 09:16:05:066406,87,19,0
2021-06-26 09:16:06:066406,87,19,0
2021-06-26 09:16:07:066406,87,19,0
2021-06-26 09:16:08:066406,87,19,0
2021-06-26 09:16:09:066406,86,19,0
2021-06-26 09:16:10:066406,85,18,0
2021-06-26 09:16:11:066406,85,16,0
2021-06-26 09:16:12:066406,84,14,0
2021-06-26 09:16:13:066406,84,14,0
2021-06-26 09:16:14:066406,84,14,0
2021-06-26 09:16:15:066406,84,14,0
2021-06-26 09:16:16:066406,82,14,0
2021-06-26 09:16:17:066406,80,14,0
2021-06-26 09:16:18:066406,79,14,0
2021-06-26 09:16:19:066406,79,15,0
2021-06-26 09:16:20:066406,77,16,0
2021-06-26 09:16:21:066406,77,16,0
2021-06-26 09:16:22:066406,77,16,0
2021-06-26 09:16:23:066406,77,16,0
2021-06-26 09:16:24:066406,77,16,0
2021-06-26 09:16:25:066406,79,16,0
2021-06-26 09:16:26:066406,81,15,61
2021-06-26 09:16:27:066406,83,15,102
2021-06-26 09:16:28:066406,83,17,123
2021-06-26 09:16:29:066406,84,20,135
2021-06-26 09:16:30:066406,85,23,143
2021-06-26 09:16:31:066406,87,26,149
2021-06-26 09:16:32:066406,88,27,153
2021-06-26 09:16:33:066406,91,27,151
2021-06-26 09:16:34:066406,97,27,136
2021-06-26 09:16:35:066406,100,26,117
2021-06-26 09:16:36:066406,106,25,102
2021-06-26 09:16:37:066406,106,24,95
2021-06-26 09:16:38:066406,112,23,93
2021-06-26 09:16:39:066406,107,23,78
2021-06-26 09:16:40:066406,107,23,49
2021-06-26 09:16:41:066406,101,23,43
2021-06-26 09:16:42:066406,102,23,58
2021-06-26 09:16:43:066406,97,23,68
2021-06-26 09:16:44:066406,91,23,79
2021-06-26 09:16:45:066406,93,23,98
2021-06-26 09:16:46:066406,95,23,113
2021-06-26 09:16:47:066406,95,24,116
2021-06-26 09:16:48:066406,96,24,109
2021-06-26 09:16:49:066406,94,24,99
2021-06-26 09:16:50:066406,91,23,92
2021-06-26 09:16:51:066406,92,23,75
2021-06-26 09:16:52:066406,92,22,47
2021-06-26 09:16:53:066406,94,22,41
2021-06-26 09:16:54:066406,96,22,44
2021-06-26 09:16:55:066406,96,22,0
2021-06-26 09:16:56:066406,104,20,0
2021-06-26 09:16:57:066406,103,19,0
2021-06-26 09:16:58:066406,103,19,0
2021-06-26 09:16:59:066406,104,19,0
2021-06-26 09:17:00:066406,104,19,0
2021-06-26 09:17:01:066406,106,18,0
2021-06-26 09:17:02:066406,103,18,0
2021-06-26 09:17:03:066406,103,17,0
2021-06-26 09:17:04:066406,101,17,0
2021-06-26 09:17:05:066406,101,17,0
2021-06-26 09:17:06:066406,102,17,0
2021-06-26 09:17:07:066406,102,17,0
2021-06-26 09:17:08:066406,102,17,0
2021-06-26 09:17:09:066406,102,17,0
2021-06-26 09:17:10:066406,101,17,0
2021-06-26 09:17:11:066406,101,17,0
2021-06-26 09:17:12:066406,101,16,0
2021-06-26 09:17:13:066406,101,16,0
2021-06-26 09:17:14:066406,101,15,0
2021-06-26 09:17:15:066406,102,15,0
2021-06-26 09:17:16:066406,104,15,0
2021-06-26 09:17:17:066406,100,14,0
2021-06-26 09:17:18:066406,101,14,0
2021-06-26 09:17:19:066406,100,15,0
2021-06-26 09:17:20:066406,102,17,0
2021-06-26 09:17:21:066406,100,18,0
2021-06-26 09:17:22:066406,100,19,0
2021-06-26 09:17:23:066406,100,20,0
2021-06-26 09:17:24:066406,103,22,0
2021-06-26 09:17:25:066406,103,23,0
2021-06-26 09:17:26:066406,104,23,0
2021-06-26 09:17:27:066406,104,24,66
2021-06-26 09:17:28:066406,105,26,96
2021-06-26 09:17:29:066406,107,28,106
2021-06-26 09:17:30:066406,107,30,104
2021-06-26 09:17:31:066406,106,31,101
2021-06-26 09:17:32:066406,112,30,100
2021-06-26 09:17:33:066406,112,30,99
2021-06-26 09:17:34:066406,111,29,96
2021-06-26 09:17:35:066406,114,28,93
2021-06-26 09:17:36:066406,113,27,77
2021-06-26 09:17:37:066406,113,28,46
2021-06-26 09:17:38:066406,113,28,38
2021-06-26 09:17:39:066406,114,28,50
2021-06-26 09:17:40:066406,115,28,49
2021-06-26 09:17:41:066406,115,27,0
2021-06-26 09:17:42:066406,117,27,0
2021-06-26 09:17:43:066406,117,26,0
2021-06-26 09:17:44:066406,117,26,0
2021-06-26 09:17:45:066406,115,26,0
2021-06-26 09:17:46:066406,113,26,30
2021-06-26 09:17:47:066406,124,26,0
2021-06-26 09:17:48:066406,96,26,0
2021-06-26 09:17:49:066406,86,24,0
2021-06-26 09:17:50:066406,88,22,0
2021-06-26 09:17:51:066406,82,22,0
2021-06-26 09:17:52:066406,83,22,0
2021-06-26 09:17:53:066406,79,22,0
2021-06-26 09:17:54:066406,79,22,0
2021-06-26 09:17:55:066406,81,22,0
2021-06-26 09:17:56:066406,75,22,0
2021-06-26 09:17:57:066406,75,22,0
2021-06-26 09:17:58:066406,76,22,0
2021-06-26 09:17:59:066406,77,21,34
2021-06-26 09:18:00:066406,78,21,36
2021-06-26 09:18:01:066406,78,21,37
2021-06-26 09:18:02:066406,77,21,42
2021-06-26 09:18:03:066406,77,22,40
2021-06-26 09:18:04:066406,77,23,0
2021-06-26 09:18:05:066406,78,23,0
2021-06-26 09:18:06:066406,81,24,0
2021-06-26 09:18:07:066406,79,25,0
2021-06-26 09:18:08:066406,78,25,0
2021-06-26 09:18:09:066406,78,25,0
2021-06-26 09:18:10:066406,78,24,0
2021-06-26 09:18:11:066406,75,24,0
2021-06-26 09:18:12:066406,76,24,0
2021-06-26 09:18:13:066406,77,24,0
2021-06-26 09:18:14:066406,78,24,0
2021-06-26 09:18:15:066406,78,24,0
2021-06-26 09:18:16:066406,77,23,0
2021-06-26 09:18:17:066406,77,19,0
2021-06-26 09:18:18:066406,79,16,0
2021-06-26 09:18:19:066406,79,15,0
2021-06-26 09:18:20:066406,79,14,0
2021-06-26 09:18:21:066406,79,15,0
2021-06-26 09:18:22:066406,78,16,0
2021-06-26 09:18:23:066406,79,16,0
2021-06-26 09:18:24:066406,83,16,0
2021-06-26 09:18:25:066406,87,16,0
2021-06-26 09:18:26:066406,87,15,0
2021-06-26 09:18:27:066406,87,15,0
2021-06-26 09:18:28:066406,87,14,0
2021-06-26 09:18:29:066406,88,14,0
2021-06-26 09:18:30:066406,88,14,0
2021-06-26 09:18:31:066406,89,14,0
2021-06-26 09:18:32:066406,89,14,0
2021-06-26 09:18:33:066406,90,14,0
2021-06-26 09:18:34:066406,90,14,0
2021-06-26 09:18:35:066406,90,14,0
2021-06-26 09:18:36:066406,89,14,0
2021-06-26 09:18:37:066406,89,14,0
2021-06-26 09:18:38:066406,88,14,0
2021-06-26 09:18:39:066406,88,14,0
2021-06-26 09:18:40:066406,87,14,0
2021-06-26 09:18:41:066406,87,14,0
2021-06-26 09:18:42:066406,87,14,0
2021-06-26 09:18:43:066406,86,14,0
2021-06-26 09:18:44:066406,86,13,0
2021-06-26 09:18:45:066406,85,11,0
2021-06-26 09:18:46:066406,84,9,0
2021-06-26 09:18:47:066406,84,8,0
2021-06-26 09:18:48:066406,84,8,0
2021-06-26 09:18:49:066406,83,8,0
2021-06-26 09:18:50:066406,82,8,0
2021-06-26 09:18:51:066406,81,8,0
2021-06-26 09:18:52:066406,81,8,0
2021-06-26 09:18:53:066406,80,8,0
2021-06-26 09:18:54:066406,80,8,0
2021-06-26 09:18:55:066406,79,8,0
2021-06-26 09:18:56:066406,78,8,0
2021-06-26 09:18:57:066406,79,8,0
2021-06-26 09:18:58:066406,79,8,0
2021-06-26 09:18:59:066406,78,8,0
2021-06-26 09:19:00:066406,77,8,0
2021-06-26 09:19:01:066406,77,8,0
2021-06-26 09:19:02:066406,78,8,0
2021-06-26 09:19:03:066406,78,7,0
2021-06-26 09:19:04:066406,78,7,0
2021-06-26 09:19:05:066406,79,7,0
2021-06-26 09:19:06:066406,79,7,0
2021-06-26 09:19:07:066406,78,7,0
2021-06-26 09:19:08:066406,77,7,0
2021-06-26 09:19:09:066406,77,7,0
2021-06-26 09:19:10:066406,78,6,0
2021-06-26 09:19:11:066406,77,6,0
2021-06-26 09:19:12:066406,78,6,0
2021-06-26 09:19:13:066406,78,7,0
2021-06-26 09:19:14:066406,80,7,0
2021-06-26 09:19:15:066406,79,7,0
2021-06-26 09:19:16:066406,79,7,0
2021-06-26 09:19:17:066406,78,7,0
2021-06-26 09:19:18:066406,77,7,0
2021-06-26 09:19:19:066406,77,7,0
2021-06-26 09:19:20:066406,78,7,0
2021-06-26 09:19:21:066406,78,7,0
2021-06-26 09:19:22:066406,77,6,0
2021-06-26 09:19:23:066406,77,6,0
2021-06-26 09:19:24:066406,77,6,0
2021-06-26 09:19:25:066406,77,5,0
2021-06-26 09:19:26:066406,77,5,0
2021-06-26 09:19:27:066406,77,5,0
2021-06-26 09:19:28:066406,77,6,0
2021-06-26 09:19:29:066406,77,6,0
2021-06-26 09:19:30:066406,77,6,0
2021-06-26 09:19:31:066406,76,6,0
2021-06-26 09:19:32:066406,79,6,0
2021-06-26 09:19:33:066406,79,6,0
2021-06-26 09:19:34:066406,80,6,0
2021-06-26 09:19:35:066406,82,6,0
2021-06-26 09:19:36:066406,82,6,0
2021-06-26 09:19:37:066406,82,6,0
2021-06-26 09:19:38:066406,82,6,0
2021-06-26 09:19:39:066406,82,6,0
2021-06-26 09:19:40:066406,83,6,0
2021-06-26 09:19:41:066406,83,6,0
2021-06-26 09:19:42:066406,84,6,0
2021-06-26 09:19:43:066406,83,6,0
2021-06-26 09:19:44:066406,82,6,0
2021-06-26 09:19:45:066406,80,6,0
2021-06-26 09:19:46:066406,80,6,0
2021-06-26 09:19:47:066406,80,6,0
2021-06-26 09:19:48:066406,79,6,0
2021-06-26 09:19:49:066406,79,6,0
2021-06-26 09:19:50:066406,79,6,0
2021-06-26 09:19:51:066406,77,6,0
2021-06-26 09:19:52:066406,77,6,0
2021-06-26 09:19:53:066406,77,6,0
2021-06-26 09:19:54:066406,77,6,0
2021-06-26 09:19:55:066406,77,6,0
2021-06-26 09:19:56:066406,76,6,0
2021-06-26 09:19:57:066406,76,6,0
2021-06-26 09:19:58:066406,75,6,0
2021-06-26 09:19:59:066406,76,5,0
2021-06-26 09:20:00:066406,76,5,0
2021-06-26 09:20:01:066406,76,4,0
2021-06-26 09:20:02:066406,77,4,0
2021-06-26 09:20:03:066406,77,4,0
2021-06-26 09:20:04:066406,77,5,0
2021-06-26 09:20:05:066406,77,5,0
2021-06-26 09:20:06:066406,77,5,0
2021-06-26 09:20:07:066406,77,4,0
2021-06-26 09:20:08:066406,77,4,0
2021-06-26 09:20:09:066406,76,4,0
2021-06-26 09:20:10:066406,76,4,0
2021-06-26 09:20:11:066406,74,4,0
2021-06-26 09:20:12:066406,74,4,0
2021-06-26 09:20:13:066406,75,4,0
2021-06-26 09:20:14:066406,75,4,0
2021-06-26 09:20:15:066406,75,4,0
2021-06-26 09:20:16:066406,75,4,0
2021-06-26 09:20:17:066406,75,5,0
2021-06-26 09:20:18:066406,75,5,0
2021-06-26 09:20:19:066406,75,5,0
2021-06-26 09:20:20:066406,75,5,0
2021-06-26 09:20:21:066406,75,5,0
2021-06-26 09:20:22:066406,74,5,0
2021-06-26 09:20:23:066406,74,5,0
2021-06-26 09:20:24:066406,74,5,0
2021-06-26 09:20:25:066406,75,5,0
2021-06-26 09:20:26:066406,75,5,0
2021-06-26 09:20:27:066406,76,5,0
2021-06-26 09:20:28:066406,76,5,0
2021-06-26 09:20:29:066406,76,5,0
2021-06-26 09:20:30:066406,76,5,0
2021-06-26 09:20:31:066406,76,5,0
2021-06-26 09:20:32:066406,76,5,0
2021-06-26 09:20:33:066406,76,5,0
2021-06-26 09:20:34:066406,75,5,0
2021-06-26 09:20:35:066406,75,5,0
2021-06-26 09:20:36:066406,76,5,0
2021-06-26 09:20:37:066406,76,5,0
2021-06-26 09:20:38:066406,76,5,0
2021-06-26 09:20:39:066406,77,5,0
2021-06-26 09:20:40:066406,76,5,0
2021-06-26 09:20:41:066406,76,4,0
2021-06-26 09:20:42:066406,76,4,0
2021-06-26 09:20:43:066406,75,4,0
2021-06-26 09:20:44:066406,75,5,0
2021-06-26 09:20:45:066406,75,5,0
2021-06-26 09:20:46:066406,75,5,0
2021-06-26 09:20:47:066406,76,5,0
2021-06-26 09:20:48:066406,76,5,0
2021-06-26 09:20:49:066406,76,5,0
2021-06-26 09:20:50:066406,76,5,0
2021-06-26 09:20:51:066406,75,5,0
2021-06-26 09:20:52:066406,75,5,0
2021-06-26 09:20:53:066406,75,5,0
2021-06-26 09:20:54:066406,77,5,0
2021-06-26 09:20:55:066406,77,5,0
2021-06-26 09:20:56:066406,77,5,0
2021-06-26 09:20:57:066406,77,5,0
2021-06-26 09:20:58:066406,77,5,0
2021-06-26 09:20:59:066406,80,5,0
2021-06-26 09:21:00:066406,82,5,0
2021-06-26 09:21:01:066406,83,6,0
2021-06-26 09:21:02:066406,83,6,0
2021-06-26 09:21:03:066406,81,7,0
2021-06-26 09:21:04:066406,81,7,0
2021-06-26 09:21:05:066406,83,8,0
2021-06-26 09:21:06:066406,87,9,0
2021-06-26 09:21:07:066406,91,9,0
2021-06-26 09:21:08:066406,98,10,0
2021-06-26 09:21:09:066406,100,10,0
2021-06-26 09:21:10:066406,97,11,0
2021-06-26 09:21:11:066406,99,11,0
2021-06-26 09:21:12:066406,99,11,0
2021-06-26 09:21:13:066406,108,10,0
2021-06-26 09:21:14:066406,112,11,0
2021-06-26 09:21:15:066406,112,11,0
2021-06-26 09:21:16:066406,121,11,0
2021-06-26 09:21:17:066406,121,12,0
2021-06-26 09:21:18:066406,121,12,0
2021-06-26 09:21:19:066406,127,12,0
2021-06-26 09:21:20:066406,127,12,0
2021-06-26 09:21:21:066406,125,12,0
2021-06-26 09:21:22:066406,123,12,0
2021-06-26 09:21:23:066406,114,12,0
2021-06-26 09:21:24:066406,116,12,0
2021-06-26 09:21:25:066406,116,12,0
2021-06-26 09:21:26:066406,117,12,0
2021-06-26 09:21:27:066406,116,12,0
2021-06-26 09:21:28:066406,116,13,0
2021-06-26 09:21:29:066406,109,13,0
2021-06-26 09:21:30:066406,105,14,0
2021-06-26 09:21:31:066406,107,14,0
2021-06-26 09:21:32:066406,109,14,0
2021-06-26 09:21:33:066406,110,13,0
2021-06-26 09:21:34:066406,110,13,0
2021-06-26 09:21:35:066406,110,13,0
2021-06-26 09:21:36:066406,113,13,0
2021-06-26 09:21:37:066406,115,12,0
2021-06-26 09:21:38:066406,118,12,0
2021-06-26 09:21:39:066406,118,12,0
2021-06-26 09:21:40:066406,117,13,0
2021-06-26 09:21:41:066406,112,12,0
2021-06-26 09:21:42:066406,112,12,0
2021-06-26 09:21:43:066406,112,12,0
2021-06-26 09:21:44:066406,112,12,0
2021-06-26 09:21:45:066406,111,12,0
2021-06-26 09:21:46:066406,95,12,0
2021-06-26 09:21:47:066406,87,13,0
2021-06-26 09:21:48:066406,74,13,0
2021-06-26 09:21:49:066406,74,13,0
2021-06-26 09:21:50:066406,75,14,0
2021-06-26 09:21:51:066406,75,14,0
2021-06-26 09:21:52:066406,75,14,0
2021-06-26 09:21:53:066406,81,14,0
2021-06-26 09:21:54:066406,81,14,0
2021-06-26 09:21:55:066406,86,14,0
2021-06-26 09:21:56:066406,87,14,0
2021-06-26 09:21:57:066406,88,14,0
2021-06-26 09:21:58:066406,88,14,0
2021-06-26 09:21:59:066406,88,14,0
2021-06-26 09:22:00:066406,88,14,0
2021-06-26 09:22:01:066406,86,13,0
2021-06-26 09:22:02:066406,86,12,0
2021-06-26 09:22:03:066406,105,11,0
